pid,title,title_en,authors,affiliations,year,issn,journal_title,abstract_pt,abstract_en,doi,document_type,language,has_fulltext_xml
S0102-85292019000300529,Da Teoria do Terceiro Mundo à Iniciativa Cinturão e Rota: A Ajuda Internacional como Instrumento de Política Externa Chinesa,From Third World Theory to Belt and Road Initiative: International Aid as a Chinese Foreign Policy Tool,Victor Carneiro Corrêa Vieira,"Brazilian Army Command and General Staff School (ECEME), Brazil",2019,0102-8529,Contexto Internacional,"Resumo Em 1946, Mao Zedong começou a elaborar sua teoria do Terceiro Mundo a partir da percepção de que haveria uma &#8220;uma zona intermediária&#8221; de países entre as duas superpotências, concluindo que África, América Latina e Ásia, a exclusão do Japão, comporiam as forças revolucionárias capazes de derrotar o imperialismo, o colonialismo e o hegemonismo. O início da ajuda internacional da República Popular da China aos países em desenvolvimento remonta a um período imediatamente posterior à Conferência de Bandung, de 1955, estendendo-se até o presente. Por meio de uma análise bibliográfica e documental, o artigo parte da seguinte pergunta de pesquisa: Qual o papel desempenhado pela conjuntura doméstica e internacional na motivação chinesa para promover ajuda internacional ao longo dos anos? Para responder a pergunta, o artigo estuda a evolução da assistência internacional chinesa desde Mao até a Iniciativa Cinturão e Rota, considerando esta a mais completa expressão do modelo de &#8220;quaternidade&#8221; de cooperação do país, conjugando ajuda, comércio, investimento e assistência técnica.","Abstract In 1946, Mao Zedong began to elaborate his theory of the Third World from the perception that there would be an &#8216;intermediate zone&#8217; of countries between the two superpowers. From there, he concluded that Africa, Latin America, and Asia, except for Japan, would compose the revolutionary forces capable of defeating imperialism, colonialism, and hegemonism. The start of international aid from the People&#8217;s Republic of China to developing countries dates back to the period immediately after the Bandung Conference of 1955, extending to the present. Through a bibliographical and documentary analysis, the article starts with the following research question: What role did domestic and international factors play in China&#8217;s foreign aid drivers over the years? To answer the question, the evolution of Chinese international assistance was studied from Mao to the Belt and Road Initiative, which is the complete expression of the country&#8217;s &#8216;quaternity&#8217; model of co-operation, combining aid, trade, investment, and technical assistance.",10.1590/S0102-8529.2019410300003,research-article,en,1
S0102-85292019000300621,"A Importância Política da Desconstrução&#8212;Os Limites de Derrida?: Um Fórum sobre os Espectros de Marx de Jacques Derrida depois de 25 anos, Parte I","The Political Import of Deconstruction&#8212;Derrida&#8217;s Limits?: A Forum on Jacques Derrida&#8217;s Specters of Marx after 25 Years, Part I",Maja Zehfuss; Antonio Y. Vázquez-Arroyo; Dan Bulley; Bal Sokhi-Bulley,"Oxford Brookes University, UK; Rutgers University-Newark, USA; University of Manchester, UK; University of Sussex, UK",2019,1982-0240,Contexto Internacional,"Resumo Jacques Derrida entregou a base de os Espectros de Marx: O Estado da Dívida, a Obra do Luto e a Nova Internacional como discurso plenário na conferência &#8216;Para onde o marxismo?,&#8217; na Universidade da Califórnia, em Riverside, em 1993. A versão mais longa do livro foi publicada em francês no mesmo ano e em inglês e português no ano seguinte. Uma década após a publicação dos Espectros, as análises de Derrida provocaram uma grande literatura crítica e convidaram tanto a consternação quanto a celebração de figuras como Antonio Negri, Wendy Brown e Frederic Jameson. Este fórum procura estimular novas reflexões sobre Derrida, desconstrução e Espectros de Marx, considerando como futuro do passado anunciado pelo livro se saiu depois de um movimentado quarto de século. Maja Zehfuss, Antonio Vázquez-Arroyo e Dan Bulley e Bal Sokhi-Bulley oferecem meditações afiadas, ocasionalmente exasperadas, sobre a importância política da desconstrução e os limites dos diagnósticos de Derrida em Espectros de Marx, mas também identificam possíveis caminhos para uma política global inspirada. no trabalho de Derrida dos anos 1990.","Abstract Jacques Derrida delivered the basis of The Specters of Marx: The State of the Debt, the Work of Mourning, &amp; the New International as a plenary address at the conference &#8216;Whither Marxism?&#8217; hosted by the University of California, Riverside, in 1993. The longer book version was published in French the same year and appeared in English and Portuguese the following year. In the decade after the publication of Specters, Derrida&#8217;s analyses provoked a large critical literature and invited both consternation and celebration by figures such as Antonio Negri, Wendy Brown and Frederic Jameson. This forum seeks to stimulate new reflections on Derrida, deconstruction and Specters of Marx by considering how the futures past announced by the book have fared after an eventful quarter century. Maja Zehfuss, Antonio Vázquez-Arroyo and Dan Bulley and Bal Sokhi-Bulley offer sharp, occasionally exasperated, meditations on the political import of deconstruction and the limits of Derrida&#8217;s diagnoses in Specters of Marx but also identify possible paths forward for a global politics taking inspiration in Derrida&#8217;s work of the 1990s.",10.1590/S0102-8529.2019410300007,research-article,en,1
S0102-85292019000300643,"Desobedecendo Marx, Desobedecendo Derrida &#8212; Esperanças e Riscos: Um Fórum sobre os Espectros de Marx de Jacques Derrida depois de 25 Anos, Parte II","Disobeying Marx, Disobeying Derrida&#8212;Hopes &amp; Risks: A Forum on Jacques Derrida&#8217;s Specters of Marx after 25 Years, Part II",Aggie Hirst; Tom Houseman; Paulo Cesar Duque-Estrada; Jenny Edkins; Cristiano Mendes,"King&#8217;s College London, UK; Leeds Beckett University, UK; Pontifícia Universidade Católica de Minas Gerais, Brazil; Pontifícia Universidade Católica do Rio de Janeiro, Brazil; University of Manchester, UK",2019,1982-0240,Contexto Internacional,"Resumo Jacques Derrida entregou a base de os Espectros de Marx: O Estado da Dívida, a Obra do Luto e a Nova Internacional como discurso plenário na conferência &#8216;Para onde o marxismo?,&#8217; na Universidade da Califórnia, em Riverside, em 1993. A versão mais longa do livro foi publicada em francês no mesmo ano e em inglês e português no ano seguinte. Uma década após a publicação dos Espectros, as análises de Derrida provocaram uma grande literatura crítica e convidaram tanto a consternação quanto a celebração de figuras como Antonio Negri, Wendy Brown e Frederic Jameson. Este fórum procura estimular novas reflexões sobre Derrida, desconstrução e Espectros de Marx, considerando como futuro do passado anunciado pelo livro se saiu depois de um movimentado quarto de século. Nesse grupo de contribuições, Aggie Hirst e Tom Houseman, Paulo César Duque-Estrada, Jenny Edkins e Cristiano Mendes refletem sobre os legados de Marx e Derrida: se Derrida enfatizava a herança marxista errada, a promessa e os riscos da hauntologia, o potencial fantasmagórico da justiça em meio à devastação e o paradoxo do próprio legado da desconstrução.","Abstract Jacques Derrida delivered the basis of The Specters of Marx: The State of the Debt, the Work of Mourning, &amp; the New International as a plenary address at the conference &#8216;Whither Marxism?&#8217; hosted by the University of California, Riverside, in 1993. The longer book version was published in French the same year and appeared in English and Portuguese the following year. In the decade after the publication of Specters, Derrida&#8217;s analyses provoked a large critical literature and invited both consternation and celebration by figures such as Antonio Negri, Wendy Brown and Frederic Jameson. This forum seeks to stimulate new reflections on Derrida, deconstruction and Specters of Marx by considering how the futures past announced by the book have fared after an eventful quarter century. In this group of contributions, Aggie Hirst and Tom Houseman, Paulo Cesar Duque-Estrada, Jenny Edkins and Cristiano Mendes reflect on the legacies of Marx and Derrida: on whether Derrida emphasized the wrong Marxian heritage, on the promise and risks of hauntology, on the ghostly potential for justice amidst devastation, and on the paradox of deconstruction&#8217;s legacy itself.",10.1590/S0102-8529.2019410300008,research-article,en,1
S0102-85292019000300663,"Sobre a Espectralidade do Inter-estado-ual/Internacional: Um Fórum sobre os Espectros de Marx de Jacques Derrida depois de 25 anos, Parte III","On the Spectrality of the Inter-state-eal/International: A Forum on Jacques Derrida's Specters of Marx after 25 Years, Part III",Jessica Auchter; Bruna Holstein Meireles; Victor Coutinho Lage,"Pontifícia Universidade Católica do Rio de Janeiro, Brazil; The University of Tennessee Chattanooga, USA; Universidade Federal da Bahia, Brazil",2019,1982-0240,Contexto Internacional,"Resumo Jacques Derrida entregou a base de os Espectros de Marx: O Estado da Dívida, a Obra do Luto e a Nova Internacional como discurso plenário na conferência &#8216;Para onde o marxismo?,&#8217; na Universidade da Califórnia, em Riverside, em 1993. A versão mais longa do livro foi publicada em francês no mesmo ano e em inglês e português no ano seguinte. Uma década após a publicação dos Espectros, as análises de Derrida provocaram uma grande literatura crítica e convidaram tanto a consternação quanto a celebração de figuras como Antonio Negri, Wendy Brown e Frederic Jameson. Este fórum procura estimular novas reflexões sobre Derrida, desconstrução e Espectros de Marx, considerando como futuro do passado anunciado pelo livro se saiu depois de um movimentado quarto de século. Nesse terceiro grupo de contribuições, Jessica Auchter, Bruna Holstein Meireles e Victor Coutinho Lage recorrem amplamente aos escritos de Derrida para explorar a espectralidade do internacional ou inter-estado-ual: da própria política baseada na hospitalidade em direção ao fantasma como hóspede estrangeiro, da possibilidade de encenar uma política de espectralidade que pudesse aspirar a um novo tipo de universalidade, e de como um &#8216;sem internacional&#8217; poderia escapar à série de prisões que constitui o internacional.","Abstract Jacques Derrida delivered the basis of The Specters of Marx: The State of the Debt, the Work of Mourning, &amp; the New International as a plenary address at the conference &#8216;Whither Marxism?&#8217; hosted by the University of California, Riverside, in 1993. The longer book version was published in French the same year and appeared in English and Portuguese the following year. In the decade after the publication of Specters, Derrida&#8217;s analyses provoked a large critical literature and invited both consternation and celebration by figures such as Antonio Negri, Wendy Brown and Frederic Jameson. This forum seeks to stimulate new reflections on Derrida, deconstruction and Specters of Marx by considering how the futures past announced by the book have fared after an eventful quarter century. In this third group of contributions, Jessica Auchter, Bruna Holstein Meireles and Victor Coutinho Lage draw broadly on Derrida&#8217;s writings to explore the spectrality of the international or inter-state-eal: of politics itself being based on hospitality toward the ghost as foreign guest, of the possibility of enacting a politics of spectrality that might aspire to a new kind of universality, and of how a &#8216;without international&#8217; might escape the series of prisons that constitutes the international.",10.1590/S0102-8529.2019410300009,research-article,en,1
S0102-85292020000100009,R2P e os Modeladores de Normas Pluralistas,R2P and the Pluralist Norm-shapers,Mikelli Marzzini L. A. Ribeiro,"Federal University of Pernambuco (UFPE), Brazil",2020,0102-8529,Contexto Internacional,"Resumo O R2P trouxe novos desafios para a pesquisa de normas nas Relações Internacionais, principalmente devido às ações das potências emergentes. Esses estados tiveram um comportamento complexo em relação à norma. Em vez de classificá-los como simples rejeitadores ou tomadores de normas, a literatura atual sobre normas em Relações Internacionais os classificou como formadores de normas. Em seu comportamento, as potências emergentes procurariam moldar a norma sob vários ângulos. Nesse sentido, surge a necessidade de enquadrar teoricamente esses tipos de engajamento. Este ensaio tem como objetivo analisar a ação de modeladores normativos através das lentes da Escola de Inglês de Relações Internacionais, combinada com o construtivismo. Depois de apresentar os modeladores de normas e caracterizá-los teoricamente, é introduzido um novo conceito, chamado modelador de normas pluralista.","Abstract Responsibility to Protect (R2P) brought about new challenges for research on norms in International Relations, mainly due to the actions of emerging powers. These states have exhibited complex behaviour towards norms. Rather than classifying them as simple norm-rejecters or norm-takers, current literature on norms in International Relations has classified them as norm-shapers. In their behaviour, emerging powers seek to shape the norm from various angles. In this sense, the need arises to theoretically frame these types of engagement. This essay aims to analyse the action of normative shapers through the lens of the English School of International Relations, combined with constructivism. After presenting the norm-shapers and characterising them theoretically, a new concept is introduced, called pluralist norm-shapers.",10.1590/S0102-8529.2019420100001,research-article,en,1
S0102-85292020000100031,A Trindade Conceitual Fundamental do Ciberespaço,The Fundamental Conceptual Trinity of Cyberspace,Breno Pauli Medeiros; Luiz Rogério Franco Goldoni,"Brazillian Army Command and General Staff College (ECEME), Brazil",2020,0102-8529,Contexto Internacional,"Resumo Este artigo baseia-se na premissa de que a crescente interação humana no ciberespaço eleva-a ao nível do domínio estratégico e, como tal, levanta desafios teóricos e práticos para as relações internacionais. Baseia-se em uma reflexão epistemológica sobre os pressupostos fundamentais dos paradigmas que permeiam as relações internacionais. O principal objetivo é conceituar o ciberespaço como domínio estratégico no século XXI, bem como desenvolver uma estrutura analítica que forneça evidências e investigue a resiliência dos fundamentos das atuais relações internacionais. Mais especificamente, os seguintes preceitos: i) soberania baseada na territorialidade, ii) monopólio estatal do poder e iii) responsabilização entre atores internacionais. Nesse sentido, a abordagem se refere à documentação de defesa e a fontes científicas, a fim de alcançar uma definição que caracterize o ciberespaço, considerando seus aspectos técnicos, científicos e estratégicos. Ao mesmo tempo, o trabalho bibliográfico sustenta o desenvolvimento da ferramenta analítica conhecida como Trindade conceitual fundamental do ciberespaço, com base nas características do domínio ciberespaço: i) desterritorialidade, ii) multiplicidade de atores e iii) incerteza.","Abstract This article is based on the premise that the increasing human interaction in cyberspace elevates it to the level of a strategic domain and, as such, raises theoretical and practical challenges for International Relations. It is founded on an epistemological reflection on the fundamental assumptions of the paradigms that permeate International Relations. The main objective is to conceptualise cyberspace as the strategic domain in the 21st century, as well as to develop an analytical framework that will both provide evidence and investigate the resilience of the foundations of current International Relations, these being specifically, the following precepts: i) sovereignty based on territoriality, ii) state monopoly of power, and iii) accountability between international actors. With this in mind, the approach refers to defence documentation and scientific sources in order to reach a definition that will characterise cyberspace, considering its technical, scientific and strategic aspects. At the same time, the bibliographic work underpins the development of the analytical tool known as the Fundamental Conceptual Trinity of Cyberspace, based on the characteristics of the cyberspace domain: i) deterritoriality, ii) multiplicity of actors, and iii) uncertainty.",10.1590/S0102-8529.2019420100002,research-article,en,1
S0102-85292020000100055,O Poder das Idéias: O Fórum da Liberdade (FL) (1988-2018),"The Power of Ideas: The Fórum da Liberdade, 1988-2018",Camila Feix Vidal; Jahde Lopez; Luan Brum,"Federal University of Rio Grande (FURG), Brazil; Federal University of Santa Catarina (UFSC), Brazil",2020,0102-8529,Contexto Internacional,"Resumo O trabalho aqui apresentado estuda o Fórum da Liberdade (FL), organizado pelo think tank brasileiro Instituto Brasileiro de Estudos Empresariais, parceiro da Rede Atlas. Do ponto de vista da teoria crítica, o objetivo deste trabalho é apresentar a hegemonia dos EUA no campo das ideias. A partir de uma análise de todas as edições da FL (1988-2018), pretendemos observar essa hegemonia como uma baseada na promoção do modelo econômico neoliberal. Através do estudo de vários dados reunidos e publicados pela FL, construímos uma narrativa para as pessoas que fazem palestras durante esses eventos, os patrocinadores, os temas abordados principalmente e os vencedores dos prêmios. Como resultado, descobrimos que: a) a FL privilegia temas e palestrantes que apoiam o ideal neoliberal - principalmente homens, políticos, empresários e membros de think tanks neoliberais no Brasil e no exterior; b) o FL também se internacionalizou, abraçando a maioria absoluta de oradores dos EUA e fortalecendo os laços com seu principal parceiro, a Rede Atlas da América do Norte; c) o FL contribui para a construção de uma plataforma eleitoral que privilegia os políticos ligados aos seus ideais econômicos; e d) com o apoio financeiro de empreendedores que possibilitam os eventos anuais e de uma &#8216;intelligentsia&#8217; que legitima as ideias aqui apresentadas, a FL entrega e se propaga à agenda neoliberal dos EUA.","Abstract This is a study of the Fórum da Liberdade (FL), an annual event organised by the Brazilian think tank Instituto de Estudos Empresariais, an Atlas Network partner. Based on critical theory, this study is aimed at casting light on the role played by the FL in promoting US hegemony in the realm of ideas. Drawing on an analysis of all the forums over 30 years from its inception in 1988 until 2018, we demonstrate that this hegemony is based on the neoliberal economic model. We examine the presenters, the sponsors, the main themes and the award winners. We find that a) the FL privileges speakers who support the neoliberal ideal &#8211; mostly male politicians, entrepreneurs, and members of neoliberal think tanks in Brazil and elsewhere; b) the FL has been internationalising, embracing an absolute majority of speakers from the USA, and strengthening ties with its major partner, the North American Atlas Network; c) the FL helps build electoral platforms by privileging politicians who support its economic ideals; and d) the FL promotes the US neoliberal agenda via financial support from the entrepreneurs who fund the annual events, and an &#8216;intelligentsia&#8217; that legitimises the ideas presented at those events. Fórum da Liberdade; think tanks; Atlas Network; neoliberalism; Critical Theory.",10.1590/S0102-8529.2019420100003,research-article,en,1
S0102-85292020000100081,A Impossibilidade de uma Política de Defesa nas Américas? Comparando os Conceitos de Segurança Hemisférica e Sul-Americana e os Papéis Militares,The Impossibility of a Defence Policy in the Americas? Comparing Hemispheric and South American Security Concepts and Military Roles,Marina Gisela Vitelli,"Federal University of São Paulo (UNIFESP), Brazil",2020,0102-8529,Contexto Internacional,"Resumo Este artigo analisa as perspectivas conflitantes de segurança das iniciativas de cooperação em defesa do hemisfério e da América do Sul. Enquanto a Organização dos Estados Americanos (OEA) se concentra no crime organizado e no terrorismo, reforçando os papéis de segurança interna das forças armadas, o Conselho de Defesa Sul-Americano (CDS) prioriza as questões tradicionais de defesa nacional, defendendo papéis militares defensivos externos. Apesar de sua aparente consistência, o conceito de cooperação dissuasiva não se consolidou. Enquanto a literatura interpreta esse fracasso como um problema de cooperação, argumentamos que isso se deve a uma tendência regional mais profunda: a tendência de negligenciar a defesa externa em favor de papéis de segurança interna para as forças armadas. Depois de estabelecer uma estrutura conceitual sobre os papéis militares, mostramos como as duas perspectivas definem as atividades das organizações concorrentes. Em seguida, abordamos o conflito entre o conceito de segurança do CDS e as políticas de segurança dos membros. Finalmente, discutimos os obstáculos domésticos e estruturais às políticas de defesa da América Latina.","Abstract This article analyses the competing security perspectives of hemispheric and South American defence cooperation initiatives. While the Organization of American States (OAS) emphasises domestic roles for armed forces in the region, concentrating on internal threats such as organised crime and terrorism, the South American Defence Council (CDS) emphasises the traditional conception of security, concentrating on the defence of sovereign states against external military threats. Despite its apparent consistency, the concept of deterrent cooperation has not taken hold. While the literature interprets this failure as a cooperation problem, I argue that it is due to a deeper regional trend, namely the tendency to neglect external defence in favour of internal security roles for armed forces. After building a conceptual framework for clarifying these divergent perspectives, I show how they define the activities of the two competing organisations. Next, I address the conflict between the CDS&#8217;s conception of security and the security policies of OAS member states. Finally, I discuss domestic and structural obstacles to the adoption of common Latin American defence policies.",10.1590/S0102-8529.2019420100004,research-article,en,1
S0102-85292020000100103,História e Engajamento no Trabalho de Bezerra de Menezes,History and Engagement in the Work of Bezerra de Menezes,Marcelo Alves de Paula Lima,"Federal University of Minas Gerais (UFMG), Brazil",2020,1982-0240,Contexto Internacional,"Resumo  O objetivo deste artigo é analisar os livros escritos por Adolpho Justo Bezerra de Menezes, um dos primeiros diplomatas brasileiros a servir na Indonésia e um grande entusiasta da reaproximação brasileira em relação ao mundo afro-asiático. É notável, em seu discurso, como a interpretação histórica está profundamente ligada ao engajamento político. O autor volta-se para o passado para legitimar um papel maior do Brasil no terceiro mundo. Suas ideias dialogam com o contexto em que foram escritas: expressam a bipolaridade da Guerra Fria e, ao mesmo tempo, defendem mudanças. Muitas das ideias que ele defendia foram posteriormente adotadas pela diplomacia brasileira.","Abstract The purpose of this article is to analyse the works of Adolpho Justo Bezerra de Menezes (1910-2006), one of the first Brazilian diplomats to serve in Indonesia, and an enthusiast of Brazilian rapprochement towards the Afro-Asian world. In his books, historical interpretation is closely tied to political engagement, and he turns to the past in order to legitimise a greater role for Brazil in the Third World. His ideas also interact with the context in which they were written; they express the bipolarity of the Cold War, but also advocate change. Many of these ideas were later incorporated into Brazilian diplomacy.",10.1590/S0102-8529.2019420100005,research-article,en,1
S0102-85292020000100125,"Promessas Ambivalentes&#8212;Reproduções do Sujeito: Um Fórum sobre os Espectros de Marx de Jacques Derrida depois de 25 anos, Parte IV","Ambivalent Promises&#8212;Reproductions of the Subject: A Forum on Jacques Derrida&#8217;s Specters of Marx after 25 Years, Part IV",Thomas Clément Mercier; Paulo Chamon,"Charles University, Czech Republic; Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Brazil",2020,1982-0240,Contexto Internacional,"Resumo Jacques Derrida entregou a base de os Espectros de Marx: O Estado da Di&#769;vida, a Obra do Luto e a Nova Internacional como discurso plena&#769;rio na confere&#770;ncia &#8216;Whither Marxism?,&#8217; na Universidade da Califo&#769;rnia, em Riverside, em 1993. A versa&#771;o mais longa do livro foi publicada em france&#770;s no mesmo ano e em ingle&#770;s e portugue&#770;s no ano seguinte. Uma de&#769;cada apo&#769;s a publicac&#807;a&#771;o dos Espectros, as ana&#769;lises de Derrida provocaram uma grande literatura cri&#769;tica e convidaram tanto a consternac&#807;a&#771;o quanto a celebrac&#807;a&#771;o de figuras como Antonio Negri, Wendy Brown e Frederic Jameson. Este fo&#769;rum procura estimular novas reflexo&#771;es sobre Derrida, desconstruc&#807;a&#771;o e Espectros de Marx, considerando como futuro do passado anunciado pelo livro se saiu depois de um movimentado quarto de se&#769;culo. Neste quarto grupo de contribuições, Thomas Clément Mercier mostra como o livro de Derrida, além de questionar a recepção e a influência, ainda precisa ser lido, especialmente à luz das pesquisas de arquivo em andamento sobre os engajamentos de Derrida com os escritos de Marx em seminários da década de 1970; e Paulo Chamon oferece uma avaliação crítica da promessa de Derrida de uma &#8216;Nova Internacional,&#8217; considerando como o livro se assusta de maneira a suscitar sérias questões em relação à soberania e subjetividade.","Abstract Jacques Derrida delivered the basis of The Specters of Marx: The State of the Debt, the Work of Mourning, &amp; the New International as a plenary address at the conference &#8216;Whither Marxism?&#8217; hosted by the University of California, Riverside, in 1993. The longer book version was published in French the same year and appeared in English and Portuguese the following year. In the decade after the publication of Specters, Derrida&#8217;s analyses provoked a large critical literature and invited both consternation and celebration by figures such as Antonio Negri, Wendy Brown and Frederic Jameson. This forum seeks to stimulate new reflections on Derrida, deconstruction and Specters of Marx by considering how the futures past announced by the book have fared after an eventful quarter century. In this fourth group of contributions, Thomas Clément Mercier shows how Derrida&#8217;s book, besides questioning reception and influence, yet remains to be read, especially in light of ongoing archival research on Derrida&#8217;s engagements with Marx&#8217;s writings in seminars from the 1970s; and Paulo Chamon offers a critical assessment of Derrida&#8217;s promise of a &#8216;New International&#8217; by considering how the book spooks itself in such a way as to raise serious questions in regard to sovereignty and subjectivity.",10.1590/S0102-8529.2019420100006,research-article,en,1
S0102-85292020000100149,"Espectros da Colonialidade: Um Fórum sobre os Espectros de Marx de Jacques Derrida depois de 25 anos, Parte V","Specters of Colonialidade: A Forum on Jacques Derrida&#8217;s Specters of Marx after 25 Years, Part V",Carla Rodrigues; Rafael Haddock-Lobo; Marcelo José Derzi Moraes,"Federal University of Rio de Janeiro (UFRJ), Brazil; State University of Rio de Janeiro (UERJ), Brazil",2020,1982-0240,Contexto Internacional,"Resumo Jacques Derrida entregou a base de os Espectros de Marx: O Estado da Di&#769;vida, a Obra do Luto e a Nova Internacional como discurso plena&#769;rio na confere&#770;ncia &#8216;Whither Marxism?,&#8217; na Universidade da Califo&#769;rnia, em Riverside, em 1993. A versa&#771;o mais longa do livro foi publicada em france&#770;s no mesmo ano e em ingle&#770;s e portugue&#770;s no ano seguinte. Uma de&#769;cada apo&#769;s a publicac&#807;a&#771;o dos Espectros, as ana&#769;lises de Derrida provocaram uma grande literatura cri&#769;tica e convidaram tanto a consternac&#807;a&#771;o quanto a celebrac&#807;a&#771;o de figuras como Antonio Negri, Wendy Brown e Frederic Jameson. Este fo&#769;rum procura estimular novas reflexo&#771;es sobre Derrida, desconstruc&#807;a&#771;o e Espectros de Marx, considerando como futuro do passado anunciado pelo livro se saiu depois de um movimentado quarto de se&#769;culo. Neste quinto grupo de contribuições, três filósofos exploram os espectros da colonialidade, os legados especificamente brasileiros da colonialidade portuguesa e europeia. Carla Rodrigues abre o diálogo explorando a assombração e a melancolia provocada pelas formas coloniais de violência e mostra como o confronto com a necropolítica brasileira sustenta o legado derridiano; Rafael Haddock-Lobo faz uma meditação sobre as dificuldades de estar perante a lei e de estar diante de espectros como um meio de ser justamente assombrado pelos outros da filosofia europeia no Brasil; finalmente, Marcelo Moraes continua o tema da Europa como uma máquina de produção de espectros e invoca especificamente as presenças das resistências políticas indígenas e afro-brasileiras com o objetivo de desconstruir a colonialidade.","Abstract Jacques Derrida delivered the basis of The Specters of Marx: The State of the Debt, the Work of Mourning, &amp; the New International as a plenary address at the conference &#8216;Whither Marxism?&#8217; hosted by the University of California, Riverside, in 1993. The longer book version was published in French the same year and appeared in English and Portuguese the following year. In the decade after the publication of Specters, Derrida&#8217;s analyses provoked a large critical literature and invited both consternation and celebration by figures such as Antonio Negri, Wendy Brown and Frederic Jameson. This forum seeks to stimulate new reflections on Derrida, deconstruction and Specters of Marx by considering how the futures past announced by the book have fared after an eventful quarter century. In this fifth group of contributions, three philosophers explore the specters of colonialidade, the specifically Brazilian legacies of Portuguese and European coloniality. Carla Rodrigues opens the dialogue by exploring the haunting and melancholy provoked by colonial forms of violence and shows how confronting Brazilian necropolitics sustains the Derridean legacy; Rafael Haddock-Lobo offers a meditation on the difficulties of being before the law and standing before specters as a means of being justly haunted by the others of European philosophy in Brazil; finally, Marcelo Moraes continues the theme of Europe as a specter-producing machine and invokes specifically the presences of indigenous and Afro-Brazilian political resistances with the aim of deconstructing coloniality.",10.1590/S0102-8529.2019420100007,research-article,en,1
S0102-85292020000100173,"Desvios e Divergências da Letra e do Espírito: Um Fórum sobre os Espectros de Marx de Jacques Derrida depois de 25 anos, Parte VI","Detours and Deviations of Letter and Spirit: A Forum on Jacques Derrida&#8217;s Specters of Marx after 25 Years, Part VI",Jean Tible; Dirce Eleonora Nigro Solis; Michael J. Shapiro,"State University of Rio de Janeiro (UERJ), Brazil; Universidade de São Paulo (USP), Brazil; University of Hawai&#8217;i, USA",2020,1982-0240,Contexto Internacional,"Resumo Jacques Derrida entregou a base de os Espectros de Marx: O Estado da Di&#769;vida, a Obra do Luto e a Nova Internacional como discurso plena&#769;rio na confere&#770;ncia &#8216;Whither Marxism?,&#8217; na Universidade da Califo&#769;rnia, em Riverside, em 1993. A versa&#771;o mais longa do livro foi publicada em france&#770;s no mesmo ano e em ingle&#770;s e portugue&#770;s no ano seguinte. Uma de&#769;cada apo&#769;s a publicac&#807;a&#771;o dos Espectros, as ana&#769;lises de Derrida provocaram uma grande literatura cri&#769;tica e convidaram tanto a consternac&#807;a&#771;o quanto a celebrac&#807;a&#771;o de figuras como Antonio Negri, Wendy Brown e Frederic Jameson. Este fo&#769;rum procura estimular novas reflexo&#771;es sobre Derrida, desconstruc&#807;a&#771;o e Espectros de Marx, considerando como futuro do passado anunciado pelo livro se saiu depois de um movimentado quarto de se&#769;culo. Neste sexto grupo de contribuições, Jean Tible esboça como a espectralidade e a fantasmagoria continuam a animar as recentes heranças dos textos de Derrida e de Marx, a fim de inspirar novas lutas de pensamento; Dirce Eleonora Nigro Solis considera o envolvimento de Derrida com a pergunta &#8216;Para onde vai o marxismo?&#8217; como um modelo político-filosófico de desvio que provoca o deslocamento de axiomas marxistas e uma renovação do pensamento marxista e desconstrutivo durante o período do neoliberalismo; finalmente, Michael Shapiro traça um desvio diferente no pensamento de Derrida e mostra que a leitura desviante de Derrida sobre a construção da repressão de Freud abre o passado e o arquivo para construções não oficiais da história coletiva.","Abstract Jacques Derrida delivered the basis of The Specters of Marx: The State of the Debt, the Work of Mourning, &amp; the New International as a plenary address at the conference &#8216;Whither Marxism?&#8217; hosted by the University of California, Riverside, in 1993. The longer book version was published in French the same year and appeared in English and Portuguese the following year. In the decade after the publication of Specters, Derrida&#8217;s analyses provoked a large critical literature and invited both consternation and celebration by figures such as Antonio Negri, Wendy Brown and Frederic Jameson. This forum seeks to stimulate new reflections on Derrida, deconstruction and Specters of Marx by considering how the futures past announced by the book have fared after an eventful quarter century. In this sixth group of contributions, Jean Tible sketches how spectrality and phantasmagoria continue to animate recent inheritances of both Derrida&#8217;s and Marx&#8217;s texts so as to inspire novel thought-struggles; Dirce Eleonora Nigro Solis considers Derrida&#8217;s engagement with the question &#8216;Whither Marxism?&#8217; as a politico-philosophical model of deviation that provokes the displacement of Marxian axioms and a renovation of Marxist and deconstructive thinking for the period of neoliberalism; finally, Michael Shapiro traces a different detour in Derrida&#8217;s thought and shows that Derrida&#8217;s deviant reading of Freud&#8217;s construction of repression opens up the past and the archive to non-official constructions of collective history.",10.1590/S0102-8529.2019420100008,research-article,en,1
