pid,title,authors,year,journal_title,language,url_scielo,source_file,source_file_exists,input_text_hash,input_text_bytes,source_has_body,raw_fulltext_file,raw_fulltext_file_exists,raw_fulltext_hash,raw_fulltext_same_hash,raw_fulltext_has_body,agent_a_prompt_version,agent_b_prompt_version,agent_c_prompt_version
S0034-76122016000600959,"Análise de políticas públicas no Brasil: de uma prática não nomeada à institucionalização do ""campo de públicas""",Marta Ferreira Santos Farah,2016,Revista de Administração Pública,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122016000600959&lng=pt,data/processed/sample_xmls/S0034-76122016000600959.xml,TRUE,936c4ddb625d2a779551539fa243c67fa37e6e4215ec79c723963a71d1207a8b,42396,FALSE,data/raw/articles_fulltext/S0034-76122016000600959.xml,TRUE,936c4ddb625d2a779551539fa243c67fa37e6e4215ec79c723963a71d1207a8b,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0034-76122017000500879,Determinantes para o cumprimento de prazo e preço em obras da educação: uma análise nos municípios capixabas,Clarissa Vassem Campos; Fábio Moraes da Costa,2017,Revista de Administração Pública,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122017000500879&lng=pt,data/processed/sample_xmls/S0034-76122017000500879.xml,TRUE,3edc078b0df2c97038d501b3dc21e0b8b1e8ea57d5852d6131814d24ef19037c,24399,FALSE,data/raw/articles_fulltext/S0034-76122017000500879.xml,TRUE,3edc078b0df2c97038d501b3dc21e0b8b1e8ea57d5852d6131814d24ef19037c,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0034-76122020000100181,"Ecossistema de inovação social, sustentabilidade e experimentação democrática: um estudo em Florianópolis",Carolina Andion; Graziela Dias Alperstedt; Júlia Furlanetto Graeff,2020,Revista de Administração Pública,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122020000100181&lng=pt,data/processed/sample_xmls/S0034-76122020000100181.xml,TRUE,37ef77bdc7c03be1a273cffee82ebf4d9222c191850a1df17c54d4795ac9ab3c,35662,FALSE,data/raw/articles_fulltext/S0034-76122020000100181.xml,TRUE,37ef77bdc7c03be1a273cffee82ebf4d9222c191850a1df17c54d4795ac9ab3c,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0034-76122022000600694,O mito da meritocracia: academicismo e falhas metodológicas nos concursos públicos brasileiros,Antonio Batista da Silva Oliveira; Joel de Lima Pereira Castro Junior; Sergio de Sousa Montalvão,2022,Revista de Administração Pública,en,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122022000600694&lng=pt,data/processed/sample_xmls/S0034-76122022000600694.xml,TRUE,0f565823c210fa1d6a383785c14c3ead943c5813af90d8d75c300f7ea8463160,27020,FALSE,data/raw/articles_fulltext/S0034-76122022000600694.xml,TRUE,0f565823c210fa1d6a383785c14c3ead943c5813af90d8d75c300f7ea8463160,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0034-76122023000500502,Estratégia nacional de inovação: uma breve contribuição para sua efetividade sob a perspectiva de acumulação de capacidade tecnológica,PAULO NEGREIROS FIGUEIREDO,2023,Revista de Administração Pública,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122023000500502&lng=pt,data/processed/sample_xmls/S0034-76122023000500502.xml,TRUE,4a4a30d7a7214cfe85cfe48366c31d51cdcf91d5ab75d8dbd0b07cc6b9a005a3,49633,FALSE,data/raw/articles_fulltext/S0034-76122023000500502.xml,TRUE,4a4a30d7a7214cfe85cfe48366c31d51cdcf91d5ab75d8dbd0b07cc6b9a005a3,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0034-76122024000200402,Fatores que aumentam o tempo do processo judicial no Brasil,Caio Castelliano; Tomas Aquino Guimaraes; Adalmir de Oliveira Gomes,2024,Revista de Administração Pública,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122024000200402&lng=pt,data/processed/sample_xmls/S0034-76122024000200402.xml,TRUE,5a4d80a13e0c76b91051112c63a01783ad0a402837592cd232b28067726f1645,21866,FALSE,data/raw/articles_fulltext/S0034-76122024000200402.xml,TRUE,5a4d80a13e0c76b91051112c63a01783ad0a402837592cd232b28067726f1645,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0101-33002005000200003,Impasses do desenvolvimento,Yilmaz Akyüz,2005,Novos estudos CEBRAP,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002005000200003&lng=pt,data/processed/sample_xmls/S0101-33002005000200003.xml,TRUE,d4e0ba8229b538aed49902553b2571f97887e47ff18083676f14aee48eec05c5,3843,FALSE,data/raw/articles_fulltext/S0101-33002005000200003.xml,TRUE,d4e0ba8229b538aed49902553b2571f97887e47ff18083676f14aee48eec05c5,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0101-33002006000200016,Do sonho ao sonhar,Flávio Carvalho Ferraz,2006,Novos estudos CEBRAP,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002006000200016&lng=pt,data/processed/sample_xmls/S0101-33002006000200016.xml,TRUE,432deaad11ca849f33c343c7cfdd37a5592d709f7777f7ecd836e62f8bd322ee,2297,FALSE,data/raw/articles_fulltext/S0101-33002006000200016.xml,TRUE,432deaad11ca849f33c343c7cfdd37a5592d709f7777f7ecd836e62f8bd322ee,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0101-33002007000200016,Teoria social e o racismo no Brasil,Josué Pereira da Silva,2007,Novos estudos CEBRAP,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002007000200016&lng=pt,data/processed/sample_xmls/S0101-33002007000200016.xml,TRUE,4f4c8ecdd977bec0c908f66ade9b3ee7681a9238d3d8ac92d1df1262d2b22c66,2010,FALSE,data/raw/articles_fulltext/S0101-33002007000200016.xml,TRUE,4f4c8ecdd977bec0c908f66ade9b3ee7681a9238d3d8ac92d1df1262d2b22c66,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0101-33002011000300004,Trabalhar para estudar: sobre a pertinência da noção de transição escola-trabalho no Brasil,Alvaro A. Comin; Rogério Jerônimo Barbosa,2011,Novos estudos CEBRAP,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002011000300004&lng=pt,data/processed/sample_xmls/S0101-33002011000300004.xml,TRUE,e32311ef0f5932fd909f963c3bdfe579796b9a155c2fe85f850dbeaf8795a58e,6648,FALSE,data/raw/articles_fulltext/S0101-33002011000300004.xml,TRUE,e32311ef0f5932fd909f963c3bdfe579796b9a155c2fe85f850dbeaf8795a58e,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0101-33002013000100006,A mudança nos gostos: que gosto as coisas tinham no começo da era moderna e que gosto têm agora,Steven Shapin,2013,Novos estudos CEBRAP,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002013000100006&lng=pt,data/processed/sample_xmls/S0101-33002013000100006.xml,TRUE,5c711bafedbf105540db4df6aeeea3bf29d6084cda0b90b112964d59c6b6a909,23904,FALSE,data/raw/articles_fulltext/S0101-33002013000100006.xml,TRUE,5c711bafedbf105540db4df6aeeea3bf29d6084cda0b90b112964d59c6b6a909,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0101-33002014000100004,Escassez de engenheiros no Brasil? uma proposta de sistematização do debate,Leonardo Melo Lins; Mario Sergio Salerno; Bruno César Araújo; Leonardo Augusto Vasconcelos Gomes; Paulo A. Meyer M. Nascimento; Demétrio Toledo,2014,Novos estudos CEBRAP,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002014000100004&lng=pt,data/processed/sample_xmls/S0101-33002014000100004.xml,TRUE,2e6d2efc60eaa502f95ce31eb5a858a38d86f1a4727ed3700367557003493012,13662,FALSE,data/raw/articles_fulltext/S0101-33002014000100004.xml,TRUE,2e6d2efc60eaa502f95ce31eb5a858a38d86f1a4727ed3700367557003493012,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0101-33002014000100010,"O cortiço, romance econômico",Haroldo Ceravolo Sereza,2014,Novos estudos CEBRAP,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002014000100010&lng=pt,data/processed/sample_xmls/S0101-33002014000100010.xml,TRUE,72dce3317fc45a95510aa33ed3fb355530bcbce8bd454b47e5fdae6c260ac3a6,8141,FALSE,data/raw/articles_fulltext/S0101-33002014000100010.xml,TRUE,72dce3317fc45a95510aa33ed3fb355530bcbce8bd454b47e5fdae6c260ac3a6,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0101-33002015000100117,QUANTO VALE A ARTE CONTEMPORÂNEA?,Tatiana Sampaio Ferraz,2015,Novos estudos CEBRAP,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002015000100117&lng=pt,data/processed/sample_xmls/S0101-33002015000100117.xml,TRUE,2f0e09fc7a11f2271222a8a1035164259bc5d20da2780fc4042a2155a7bb7e15,3687,FALSE,data/raw/articles_fulltext/S0101-33002015000100117.xml,TRUE,2f0e09fc7a11f2271222a8a1035164259bc5d20da2780fc4042a2155a7bb7e15,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0101-33002018000200191,BRASIL ANOS 2000: A política social sob regência da financeirização,LENA LAVINAS; DENISE L. GENTIL,2018,Novos estudos CEBRAP,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002018000200191&lng=pt,data/processed/sample_xmls/S0101-33002018000200191.xml,TRUE,7a9c14f756a44be3d4f22017d555a4429e282e05a5c2f2940256c94268bef9db,24374,FALSE,data/raw/articles_fulltext/S0101-33002018000200191.xml,TRUE,7a9c14f756a44be3d4f22017d555a4429e282e05a5c2f2940256c94268bef9db,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0101-33002019000100006,REVOLUÇÕES NO CAMPO RELIGIOSO,LUIZ EDUARDO SOARES,2019,Novos estudos CEBRAP,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002019000100006&lng=pt,data/processed/sample_xmls/S0101-33002019000100006.xml,TRUE,7c613ddb6043d74cec5c4d46c187a44d88f2d15053716406f7513b69adac0ca9,20454,FALSE,data/raw/articles_fulltext/S0101-33002019000100006.xml,TRUE,7c613ddb6043d74cec5c4d46c187a44d88f2d15053716406f7513b69adac0ca9,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0101-33002020000100019,CONTRIBUIÇÕES PARA A DEFINIÇÃO DOS CONCEITOS PERIFERIA E SUJEITAS E SUJEITOS PERIFÉRICOS,TIARAJU D&#8217;ANDREA,2020,Novos estudos CEBRAP,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002020000100019&lng=pt,data/processed/sample_xmls/S0101-33002020000100019.xml,TRUE,3457df72226718b41295715e1b20427e3b88ee2ed757349ecf3c3cc8ff39b004,11742,FALSE,data/raw/articles_fulltext/S0101-33002020000100019.xml,TRUE,3457df72226718b41295715e1b20427e3b88ee2ed757349ecf3c3cc8ff39b004,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0101-33002021000300497,As caixas-pretas de Amós Oz,MICHEL GHERMAN; GABRIEL MELO MIZRAHI,2021,Novos estudos CEBRAP,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002021000300497&lng=pt,data/processed/sample_xmls/S0101-33002021000300497.xml,TRUE,1cb5d848cd5652100ac6015428e44b09539d5a60e811fa7ef0e10c6944058d2f,11915,FALSE,data/raw/articles_fulltext/S0101-33002021000300497.xml,TRUE,1cb5d848cd5652100ac6015428e44b09539d5a60e811fa7ef0e10c6944058d2f,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0101-33002022000200231,A PARTE MALDITA: Fernando Henrique Cardoso e as histórias do marxismo no Brasil,PEDRO LUIZ LIMA,2022,Novos estudos CEBRAP,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002022000200231&lng=pt,data/processed/sample_xmls/S0101-33002022000200231.xml,TRUE,35ff429caa5b402fffd775fea59747e17e070d8c2c47486c88aa420c0398a52d,20775,FALSE,data/raw/articles_fulltext/S0101-33002022000200231.xml,TRUE,35ff429caa5b402fffd775fea59747e17e070d8c2c47486c88aa420c0398a52d,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0101-33002024000300409,Trabalho remunerado e de cuidados na Cidade do México: os efeitos da pandemia da Covid-19 sobre as desigualdades sociais e a convivialidade,LAURA FLAMAND; CARLOS ALBA VEGA; ROSARIO APARICIO LÓPEZ; ERICK SERNA,2024,Novos estudos CEBRAP,en,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002024000300409&lng=pt,data/processed/sample_xmls/S0101-33002024000300409.xml,TRUE,03f63984b585d1173b53c51bdfe6f633299b2451f9548771e25468ad58188956,28875,FALSE,data/raw/articles_fulltext/S0101-33002024000300409.xml,TRUE,03f63984b585d1173b53c51bdfe6f633299b2451f9548771e25468ad58188956,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-64452005000100007,"O 18 Brumário, política e pós-modernismo",Adriano Nervo Codato,2005,Lua Nova: Revista de Cultura e Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452005000100007&lng=pt,data/processed/sample_xmls/S0102-64452005000100007.xml,TRUE,429d937e2aa4a82ef70d4f3121daa83eb54f3fb5f8601236b29040e16c3feb93,20527,FALSE,data/raw/articles_fulltext/S0102-64452005000100007.xml,TRUE,429d937e2aa4a82ef70d4f3121daa83eb54f3fb5f8601236b29040e16c3feb93,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-64452006000300005,Bobbio na história das idéias democráticas,Assis Brandão,2006,Lua Nova: Revista de Cultura e Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452006000300005&lng=pt,data/processed/sample_xmls/S0102-64452006000300005.xml,TRUE,11eeefacbed519f92615f40ff764ceda1cd53bd9bce5d67f3b6c0ffdcc9962f6,9384,FALSE,data/raw/articles_fulltext/S0102-64452006000300005.xml,TRUE,11eeefacbed519f92615f40ff764ceda1cd53bd9bce5d67f3b6c0ffdcc9962f6,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-64452008000300004,A revolução russa e o sistema internacional,Rubens Ricupero,2008,Lua Nova: Revista de Cultura e Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452008000300004&lng=pt,data/processed/sample_xmls/S0102-64452008000300004.xml,TRUE,c94f160a8d213819be03e13c901a7726e0013d0772c19f5d0a6af896ce901146,5075,FALSE,data/raw/articles_fulltext/S0102-64452008000300004.xml,TRUE,c94f160a8d213819be03e13c901a7726e0013d0772c19f5d0a6af896ce901146,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-64452009000100003,As teorias dos movimentos sociais: um balanço do debate,Angela Alonso,2009,Lua Nova: Revista de Cultura e Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452009000100003&lng=pt,data/processed/sample_xmls/S0102-64452009000100003.xml,TRUE,175a47ba645e8ba4e06931cd8eef92bed73b68cbc0be1d9c729571534f88be78,34791,FALSE,data/raw/articles_fulltext/S0102-64452009000100003.xml,TRUE,175a47ba645e8ba4e06931cd8eef92bed73b68cbc0be1d9c729571534f88be78,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-64452010000100004,"Memória e historicidade em dois ""comandos"" prisionais",Karina Biondi; Adalton Marques,2010,Lua Nova: Revista de Cultura e Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452010000100004&lng=pt,data/processed/sample_xmls/S0102-64452010000100004.xml,TRUE,dafce05bc0bbe3cfeb49e9b2d028ecb96a9937e393baf88255be84f670e1c8bc,14671,FALSE,data/raw/articles_fulltext/S0102-64452010000100004.xml,TRUE,dafce05bc0bbe3cfeb49e9b2d028ecb96a9937e393baf88255be84f670e1c8bc,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-64452012000300007,Direitos e cidadania: reflexões sobre o direito à cidade,Thiago Aparecido Trindade,2012,Lua Nova: Revista de Cultura e Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452012000300007&lng=pt,data/processed/sample_xmls/S0102-64452012000300007.xml,TRUE,9a51bdb70cbb1462c7b69a19ea820d70d114291a68df3898bf8eb8db2159eafd,21463,FALSE,data/raw/articles_fulltext/S0102-64452012000300007.xml,TRUE,9a51bdb70cbb1462c7b69a19ea820d70d114291a68df3898bf8eb8db2159eafd,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-64452013000100013,O STF e a agenda pública nacional: de outro desconhecido a supremo protagonista?,Joaquim Falcão; Fabiana Luci de Oliveira,2013,Lua Nova: Revista de Cultura e Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452013000100013&lng=pt,data/processed/sample_xmls/S0102-64452013000100013.xml,TRUE,df0a99192bffd05f7691e265e4acd8a9b1d6b8009eb7040e1ea765b7e420c8c8,14404,FALSE,data/raw/articles_fulltext/S0102-64452013000100013.xml,TRUE,df0a99192bffd05f7691e265e4acd8a9b1d6b8009eb7040e1ea765b7e420c8c8,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-64452014000200007,Política na forma da lei: o espaço dos constitucionalistas no Brasil democrático,Fabiano Engelmann; Luciana Penna,2014,Lua Nova: Revista de Cultura e Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452014000200007&lng=pt,data/processed/sample_xmls/S0102-64452014000200007.xml,TRUE,0faf544f14b12cba659bc3c7afdbd71904aea4a33865d467a2f4ffdeb7290946,20445,FALSE,data/raw/articles_fulltext/S0102-64452014000200007.xml,TRUE,0faf544f14b12cba659bc3c7afdbd71904aea4a33865d467a2f4ffdeb7290946,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-64452015000100006,O sistema interamericano de direitos humanos e a justiça de transição no México,Bruno Boti Bernardi,2015,Lua Nova: Revista de Cultura e Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452015000100006&lng=pt,data/processed/sample_xmls/S0102-64452015000100006.xml,TRUE,38ef9b229132677044616690628b487e4f2023a16bd7c8bb20ad316dd8204e96,29634,FALSE,data/raw/articles_fulltext/S0102-64452015000100006.xml,TRUE,38ef9b229132677044616690628b487e4f2023a16bd7c8bb20ad316dd8204e96,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-64452016000200021,A EPIDEMIA DE ZIKA E OS LIMITES DA SAÚDE GLOBAL,João Nunes; Denise Nacif Pimenta,2016,Lua Nova: Revista de Cultura e Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452016000200021&lng=pt,data/processed/sample_xmls/S0102-64452016000200021.xml,TRUE,8bda8354ed7756a84d437946d352f411d53858f3ebe60eaf1be562bd8e6b824f,29166,FALSE,data/raw/articles_fulltext/S0102-64452016000200021.xml,TRUE,8bda8354ed7756a84d437946d352f411d53858f3ebe60eaf1be562bd8e6b824f,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-64452018000300003,"AS ORIGENS MOVIMENTISTAS DE POLÍTICAS PÚBLICAS: PROPOSTA ANALÍTICA APLICADA ÀS ÁREAS DE CRIANÇA E ADOLESCENTE, DIREITOS HUMANOS E SAÚDE",Monika Dowbor; Euzeneia Carlos; Maria do Carmo Albuquerque,2018,Lua Nova: Revista de Cultura e Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452018000300003&lng=pt,data/processed/sample_xmls/S0102-64452018000300003.xml,TRUE,20a367d45ae5b903cc325d7bcd07dd70fc2da8894b400e4dad13b7d6dc08fdcc,21435,FALSE,data/raw/articles_fulltext/S0102-64452018000300003.xml,TRUE,20a367d45ae5b903cc325d7bcd07dd70fc2da8894b400e4dad13b7d6dc08fdcc,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-64452018000300005,GÊNESE DA RELAÇÃO DE PARCERIA ENTRE INCRA E MOVIMENTOS SOCIAIS COMO MODELO PARA IMPLEMENTAÇÃO DE POLÍTICAS DE REFORMA AGRÁRIA,Camila Penna,2018,Lua Nova: Revista de Cultura e Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452018000300005&lng=pt,data/processed/sample_xmls/S0102-64452018000300005.xml,TRUE,f22675149b5b529ad75a216a262b429b8124a0af0584f21127a27f3467713c9a,21036,FALSE,data/raw/articles_fulltext/S0102-64452018000300005.xml,TRUE,f22675149b5b529ad75a216a262b429b8124a0af0584f21127a27f3467713c9a,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-64452020000200099,A DIVERSIDADE DE AGENTES E AGENDAS NA SOCIOLOGIA DA EDUCAÇÃO NO BRASIL,Amurabi Oliveira; Camila Ferreira da Silva,2020,Lua Nova: Revista de Cultura e Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452020000200099&lng=pt,data/processed/sample_xmls/S0102-64452020000200099.xml,TRUE,c2eddd80f044090431b85523fd0c1508ab9147ce6e6f4f52113dc914c6508d82,23135,FALSE,data/raw/articles_fulltext/S0102-64452020000200099.xml,TRUE,c2eddd80f044090431b85523fd0c1508ab9147ce6e6f4f52113dc914c6508d82,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-64452022000100299,"DUAS INTERPRETAÇÕES DO EMPRESÁRIO INDUSTRIAL E DESENVOLVIMENTO ECONÔMICO, DE FERNANDO HENRIQUE CARDOSO",Daniela Costanzo; Rafael Marino,2022,Lua Nova: Revista de Cultura e Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452022000100299&lng=pt,data/processed/sample_xmls/S0102-64452022000100299.xml,TRUE,6d1ac7a30ef5e17fd416b1d210ae29ecced783de6fca2d9a4531d02f8b904fb4,20068,FALSE,data/raw/articles_fulltext/S0102-64452022000100299.xml,TRUE,6d1ac7a30ef5e17fd416b1d210ae29ecced783de6fca2d9a4531d02f8b904fb4,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-64452024000200304,ENTRE A FÉ E A EXPRESSÃO POLÍTICA. ETNOGRAFIA DAS INTERAÇÕES ENTRE PASTORES E FIÉIS EVANGÉLICOS DURANTE AS ELEIÇÕES DE 2022 NO RIO DE JANEIRO,MARGAUX DE BARROS,2024,Lua Nova: Revista de Cultura e Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452024000200304&lng=pt,data/processed/sample_xmls/S0102-64452024000200304.xml,TRUE,8d8c0410c72cfc6e1510c5c9478ca37a31ce4342e92a3547f1bfbc35a2cffc96,22509,FALSE,data/raw/articles_fulltext/S0102-64452024000200304.xml,TRUE,8d8c0410c72cfc6e1510c5c9478ca37a31ce4342e92a3547f1bfbc35a2cffc96,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-64452024000200306,UM BRASIL DIVIDIDO? REFLEXÕES SOBRE A POLARIZAÇÃO POLÍTICA E SOCIAL NO BRASIL CONTEMPORÂNEO,Adriana Escosteguy-Medronho,2024,Lua Nova: Revista de Cultura e Política,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452024000200306&lng=pt,data/processed/sample_xmls/S0102-64452024000200306.xml,TRUE,6b28520e38f9732616e29550692bd0da5996b6d20ff336b38654dee8be3e6269,47183,FALSE,data/raw/articles_fulltext/S0102-64452024000200306.xml,TRUE,6b28520e38f9732616e29550692bd0da5996b6d20ff336b38654dee8be3e6269,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-69092006000100007,Desprovincializando a sociologia: a contribuição pós-colonial,Sérgio Costa,2006,Revista Brasileira de Ciências Sociais,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092006000100007&lng=pt,data/processed/sample_xmls/S0102-69092006000100007.xml,TRUE,6b27ccfa5a9f6b51210cff71286dc4089990bff33ca223d03d78f61f79ad2c88,26015,FALSE,data/raw/articles_fulltext/S0102-69092006000100007.xml,TRUE,6b27ccfa5a9f6b51210cff71286dc4089990bff33ca223d03d78f61f79ad2c88,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-69092006000300006,A sociologia de Gramsci,Oliveiros S. Ferreira,2006,Revista Brasileira de Ciências Sociais,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092006000300006&lng=pt,data/processed/sample_xmls/S0102-69092006000300006.xml,TRUE,abcc663ca8e2e2665daabe1c933b0ac428a2f2f846629b60e4630e91807feaaa,9234,FALSE,data/raw/articles_fulltext/S0102-69092006000300006.xml,TRUE,abcc663ca8e2e2665daabe1c933b0ac428a2f2f846629b60e4630e91807feaaa,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
S0102-69092008000300012,"Goffman, mal-entendidos e riscos interacionais",Gilberto Velho,2008,Revista Brasileira de Ciências Sociais,pt,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092008000300012&lng=pt,data/processed/sample_xmls/S0102-69092008000300012.xml,TRUE,2ea669937a8d09cb4685126ead9ea2c0da6c3551b33e72000da9d1357a36a45a,10730,FALSE,data/raw/articles_fulltext/S0102-69092008000300012.xml,TRUE,2ea669937a8d09cb4685126ead9ea2c0da6c3551b33e72000da9d1357a36a45a,TRUE,FALSE,agent_a_v1+common_schema_v1,agent_b_v1+common_schema_v1,agent_c_v1+common_schema_v1
