pid,title,journal_title,year,period_3,eligible_order
S0101-33002006000300008,"Trabalho em transição: uma comparação entre São Paulo, Paris e Tóquio",Novos estudos CEBRAP,2006,2005-2011,1518
S0101-33002006000300009,Autobiografia e sujeito histórico indígena: considerações preliminares,Novos estudos CEBRAP,2006,2005-2011,1519
S0101-33002006000300010,A comédia no romantismo brasileiro: Martins Pena e Joaquim Manuel de Macedo,Novos estudos CEBRAP,2006,2005-2011,1520
S0101-33002006000300011,O anão caolho,Novos estudos CEBRAP,2006,2005-2011,1521
S0101-33002006000300012,"Nota sobre ""O vício da virtude""",Novos estudos CEBRAP,2006,2005-2011,1522
S0101-33002006000300014,Cultura pop: astúcia e inocência,Novos estudos CEBRAP,2006,2005-2011,1523
S0101-33002006000300015,Gestos efêmeros e obras tangíveis: a trajetória de Antonio Manuel,Novos estudos CEBRAP,2006,2005-2011,1524
S0101-33002007000100001,Investimento público no Brasil: propostas para desatar o nó,Novos estudos CEBRAP,2007,2005-2011,1525
S0101-33002007000100002,Nacionalismo e desenvolvimento,Novos estudos CEBRAP,2007,2005-2011,1526
S0101-33002007000100003,Mecanismos sutis: tecnologia e crescimento econômico,Novos estudos CEBRAP,2007,2005-2011,1527
S0101-33002007000100004,A trilha de Morales: novo movimento social indígena na Bolívia,Novos estudos CEBRAP,2007,2005-2011,1528
S0101-33002007000100005,O mito do progresso,Novos estudos CEBRAP,2007,2005-2011,1529
S0101-33002007000100006,Filiação intensiva e aliança demoníaca,Novos estudos CEBRAP,2007,2005-2011,1530
S0101-33002007000100007,Doxa e crença entre os antropólogos,Novos estudos CEBRAP,2007,2005-2011,1531
S0101-33002007000100008,Jorge Luis Borges: história social de um escritor nato,Novos estudos CEBRAP,2007,2005-2011,1532
S0101-33002007000100009,O romance histórico ainda é possível?,Novos estudos CEBRAP,2007,2005-2011,1533
S0101-33002007000100010,Trajetos de uma forma literária,Novos estudos CEBRAP,2007,2005-2011,1534
S0101-33002007000100011,O limbo de Guantánamo,Novos estudos CEBRAP,2007,2005-2011,1535
S0101-33002007000100012,Igualdade como ideal,Novos estudos CEBRAP,2007,2005-2011,1536
S0101-33002007000100013,Justiça distributiva para formigas e cigarras,Novos estudos CEBRAP,2007,2005-2011,1537
S0101-33002007000100014,Tiro à queima-roupa,Novos estudos CEBRAP,2007,2005-2011,1538
S0101-33002007000100015,O Machado terra-a-terra de John Gledson,Novos estudos CEBRAP,2007,2005-2011,1539
S0101-33002007000100016,O fundo falso da subjetividade,Novos estudos CEBRAP,2007,2005-2011,1540
S0101-33002007000200001,Biotecnologia sem fronteiras,Novos estudos CEBRAP,2007,2005-2011,1541
S0101-33002007000200004,A nova convergência da ciência e da tecnologia,Novos estudos CEBRAP,2007,2005-2011,1542
S0101-33002007000200005,Há alternativas ao uso dos transgênicos?,Novos estudos CEBRAP,2007,2005-2011,1543
S0101-33002007000200006,Arautos da razão: a paralisia no debate sobre transgênicos e meio ambiente,Novos estudos CEBRAP,2007,2005-2011,1544
S0101-33002007000200007,"Desencontro ou ""malencontro""? Os biotecnólogos brasileiros em face da sócio e da biodiversidade",Novos estudos CEBRAP,2007,2005-2011,1545
S0101-33002007000200008,O ensino da moral na escola primária,Novos estudos CEBRAP,2007,2005-2011,1546
S0101-33002007000200009,A democratização dos Conselhos de Saúde: o paradoxo de atrair não aliados,Novos estudos CEBRAP,2007,2005-2011,1547
S0101-33002007000200010,A pessoa e o dilema brasileiro: uma perspectiva anticesurista,Novos estudos CEBRAP,2007,2005-2011,1548
S0101-33002007000200011,Violência e pobreza no cinema brasileiro recente: reflexões sobre a idéia de espetáculo,Novos estudos CEBRAP,2007,2005-2011,1549
S0101-33002007000200013,"Ruptura e construção: Gregori Warchavchik, 1917-1927",Novos estudos CEBRAP,2007,2005-2011,1550
S0101-33002007000200014,Mito e história em Iracema: a recepção crítica mais recente,Novos estudos CEBRAP,2007,2005-2011,1551
S0101-33002007000200015,"O ""Popular"" em Egberto Gismonti",Novos estudos CEBRAP,2007,2005-2011,1552
S0101-33002007000200017,A São Paulo das tramas,Novos estudos CEBRAP,2007,2005-2011,1553
S0101-33002007000200018,Tarde reconquistado,Novos estudos CEBRAP,2007,2005-2011,1554
S0101-33002007000200019,A filosofia depois do fim da filosofia,Novos estudos CEBRAP,2007,2005-2011,1555
S0101-33002007000200020,Jurandir Gonçalves de Aguiar (1948-2007),Novos estudos CEBRAP,2007,2005-2011,1556
S0101-33002007000200021,Comida em Parati,Novos estudos CEBRAP,2007,2005-2011,1557
S0101-33002007000300001,Transferência de renda no Brasil,Novos estudos CEBRAP,2007,2005-2011,1558
S0101-33002007000300002,"Euforia e pessimismo: os ciclos de ativos, crédito e investimento da economia americana após 1982",Novos estudos CEBRAP,2007,2005-2011,1559
S0101-33002007000300003,Matriz energética brasileira: uma prospectiva,Novos estudos CEBRAP,2007,2005-2011,1560
S0101-33002007000300004,Para além do pensamento abissal: das linhas globais a uma ecologia de saberes,Novos estudos CEBRAP,2007,2005-2011,1561
S0101-33002007000300005,Anti-semitismo na Europa hoje,Novos estudos CEBRAP,2007,2005-2011,1562
S0101-33002007000300006,Os sefarditas em Israel: o sionismo do ponto de vista das vítimas judaicas,Novos estudos CEBRAP,2007,2005-2011,1563
S0101-33002007000300007,A lógica da corrupção: um olhar psicanalítico,Novos estudos CEBRAP,2007,2005-2011,1564
S0101-33002007000300008,Identidade e estratégia na formação do movimento ambientalista brasileiro,Novos estudos CEBRAP,2007,2005-2011,1565
S0101-33002007000300009,Plástica e anonimato: modernidade e tradição em Lucio Costa e Mário de Andrade,Novos estudos CEBRAP,2007,2005-2011,1566
S0101-33002007000300010,O Memorial de Aires e a Abolição,Novos estudos CEBRAP,2007,2005-2011,1567
S0101-33002007000300011,Sintoma e intuição,Novos estudos CEBRAP,2007,2005-2011,1568
S0101-33002007000300012,Nova voz na música brasileira,Novos estudos CEBRAP,2007,2005-2011,1569
S0101-33002007000300013,Em busca da palavra do mestre,Novos estudos CEBRAP,2007,2005-2011,1570
S0101-33002007000300014,"Ambigüidades na construção de um ""gênio brasileiro""",Novos estudos CEBRAP,2007,2005-2011,1571
S0101-33002007000300015,Sinal de perigo,Novos estudos CEBRAP,2007,2005-2011,1572
S0101-33002007000300016,Dez cartas jesuíticas,Novos estudos CEBRAP,2007,2005-2011,1573
S0101-33002007000300017,A letra Z,Novos estudos CEBRAP,2007,2005-2011,1574
S0101-33002008000100002,O lugar da prisão na nova administração da pobreza,Novos estudos CEBRAP,2008,2005-2011,1575
S0101-33002008000100003,O PCC e a gestão dos presídios em São Paulo,Novos estudos CEBRAP,2008,2005-2011,1576
S0101-33002008000100004,As facções cariocas em perspectiva comparativa,Novos estudos CEBRAP,2008,2005-2011,1577
S0101-33002008000100005,A produção da opacidade: estatísticas criminais e segurança pública no Brasil,Novos estudos CEBRAP,2008,2005-2011,1578
S0101-33002008000100006,Escravidão e sociabilidade capitalista: um ensaio sobre inércia social,Novos estudos CEBRAP,2008,2005-2011,1579
S0101-33002008000100007,"O mercado de trabalho antes de 1930: emprego e ""desemprego"" na cidade de São Paulo",Novos estudos CEBRAP,2008,2005-2011,1580
S0101-33002008000100008,"Poder, redes e ideologia no campo do desenvolvimento",Novos estudos CEBRAP,2008,2005-2011,1581
S0101-33002008000100009,A técnica como capital e o capital humano genético,Novos estudos CEBRAP,2008,2005-2011,1582
S0101-33002008000100010,A miragem da miscigenação,Novos estudos CEBRAP,2008,2005-2011,1583
S0101-33002008000100011,"Tropical, de Anita Malfatti: reorientando uma velha questão",Novos estudos CEBRAP,2008,2005-2011,1584
S0101-33002008000100012,O grau zero da arquitetura na era financeira,Novos estudos CEBRAP,2008,2005-2011,1585
S0101-33002008000100013,O realismo de Franz Kafka,Novos estudos CEBRAP,2008,2005-2011,1586
S0101-33002008000100014,Em defesa do espaço lírico,Novos estudos CEBRAP,2008,2005-2011,1587
S0101-33002008000100015,Sofrimento de indeterminação,Novos estudos CEBRAP,2008,2005-2011,1588
S0101-33002008000100016,A dignidade da ciência política e as interações do Brasil,Novos estudos CEBRAP,2008,2005-2011,1589
S0101-33002008000200003,Um novo futuro,Novos estudos CEBRAP,2008,2005-2011,1590
S0101-33002008000200004,As contradições do ciclo de commodities,Novos estudos CEBRAP,2008,2005-2011,1591
S0101-33002008000200005,Muito além da especialização regressiva e da doença holandesa: oportunidades para o desenvolvimento brasileiro,Novos estudos CEBRAP,2008,2005-2011,1592
S0101-33002008000200006,Estratégia partidária e preferência dos eleitores: as eleições municipais em São Paulo entre 1985 e 2004,Novos estudos CEBRAP,2008,2005-2011,1593
S0101-33002008000200007,Origens do bipartidarismo: uma tentativa de entender as eleições norte-americanas,Novos estudos CEBRAP,2008,2005-2011,1594
S0101-33002008000200008,Teorizando o mundo contemporâneo: Robert Brenner; Giovanni Arrighi; David Harvey,Novos estudos CEBRAP,2008,2005-2011,1595
S0101-33002008000200009,A recepção de fanon no Brasil e a identidade negra,Novos estudos CEBRAP,2008,2005-2011,1596
S0101-33002008000200010,Quando discursos e oportunidades políticas se encontram: para repensar a sociologia política da cidadania moderna,Novos estudos CEBRAP,2008,2005-2011,1597
S0101-33002008000200011,A complexidade de Volpi: notas sobre o diálogo do artista com concretistas e neoconcretistas,Novos estudos CEBRAP,2008,2005-2011,1598
S0101-33002008000200012,Biblioteca de arte: circulação internacional de modelos de formação,Novos estudos CEBRAP,2008,2005-2011,1599
S0101-33002008000200013,Jagunços e homens livres pobres: o lugar do mito no Grande sertão,Novos estudos CEBRAP,2008,2005-2011,1600
S0101-33002009000100001,Apresentação,Novos estudos CEBRAP,2009,2005-2011,1601
S0101-33002009000100002,Os cidadãos mundiais entre a liberdade e a segurança,Novos estudos CEBRAP,2009,2005-2011,1602
S0101-33002009000100003,Terroristas como pessoas no direito?,Novos estudos CEBRAP,2009,2005-2011,1603
S0101-33002009000100004,FHC: o intelectual como político,Novos estudos CEBRAP,2009,2005-2011,1604
S0101-33002009000100005,Possibilismo: vida e obra de Albert O. Hirschman,Novos estudos CEBRAP,2009,2005-2011,1605
S0101-33002009000100006,O retorno de Keynes,Novos estudos CEBRAP,2009,2005-2011,1606
S0101-33002009000100007,Em busca do urbano: marxistas e a cidade de São Paulo nos anos de 1970,Novos estudos CEBRAP,2009,2005-2011,1607
S0101-33002009000100008,Religião nômade ou germe do estado? Pierre e Hélène Clastres e a vertigem tupi,Novos estudos CEBRAP,2009,2005-2011,1608
S0101-33002009000100009,As raízes do Brasil no espelho de próspero,Novos estudos CEBRAP,2009,2005-2011,1609
S0101-33002009000200001,Apresentação,Novos estudos CEBRAP,2009,2005-2011,1610
S0101-33002009000200002,Os limites da tolerância,Novos estudos CEBRAP,2009,2005-2011,1611
S0101-33002009000200003,A dificuldade da tolerância,Novos estudos CEBRAP,2009,2005-2011,1612
S0101-33002009000200004,Tolerância: uma questão política ou moral?,Novos estudos CEBRAP,2009,2005-2011,1613
S0101-33002009000200005,Sociedade democrática e tolerância liberal,Novos estudos CEBRAP,2009,2005-2011,1614
S0101-33002009000200006,"Empresariado industrial, democracia e poder político",Novos estudos CEBRAP,2009,2005-2011,1615
S0101-33002009000200007,"Sobre a qualidade do crescimento: atores, instituições e desenvolvimento local",Novos estudos CEBRAP,2009,2005-2011,1616
S0101-33002009000200008,Por dentro do estado de São Paulo,Novos estudos CEBRAP,2009,2005-2011,1617
S0101-33002009000200009,Ilegalismos urbanos e a cidade,Novos estudos CEBRAP,2009,2005-2011,1618
S0101-33002009000200010,Teoria da eficácia coletiva e violência: o paradoxo do subúrbio carioca,Novos estudos CEBRAP,2009,2005-2011,1619
S0101-33002009000200011,"Jürgen Habermas: religião, diversidade cultural e publicidade",Novos estudos CEBRAP,2009,2005-2011,1620
S0101-33002009000200012,O espetáculo da modernidade: a crítica da cultura de Walter Benjamin,Novos estudos CEBRAP,2009,2005-2011,1621
S0101-33002009000200013,Cultura urbana sob novas perspectivas: entrevista com Adrián Gorelik,Novos estudos CEBRAP,2009,2005-2011,1622
S0101-33002009000200014,"Quando a ficção se recorda, quando o sentido passa a resistir",Novos estudos CEBRAP,2009,2005-2011,1623
S0101-33002009000300001,O curioso realista,Novos estudos CEBRAP,2009,2005-2011,1624
S0101-33002009000300002,Meu caro Teddie: correspondência entre Kracauer e Adorno (1923 - 1966),Novos estudos CEBRAP,2009,2005-2011,1625
S0101-33002009000300003,O verdadeiro no mais próximo,Novos estudos CEBRAP,2009,2005-2011,1626
S0101-33002009000300004,Raízes sociais e ideológicas do lulismo,Novos estudos CEBRAP,2009,2005-2011,1627
S0101-33002009000300005,Modernidade medieval: cidadania e urbanismo na era global,Novos estudos CEBRAP,2009,2005-2011,1628
S0101-33002009000300006,Arrivistas e decadentes: o debate político-intelectual Brasileiro na primeira década republicana,Novos estudos CEBRAP,2009,2005-2011,1629
S0101-33002009000300007,"A sociologia dos mercados de trabalho, ontem e hoje",Novos estudos CEBRAP,2009,2005-2011,1630
S0101-33002009000300008,Negociações coletivas e legislação estatal: uma análise comparada da regulação da relação de emprego de fins dos anos de 1970 ao plano Real,Novos estudos CEBRAP,2009,2005-2011,1631
S0101-33002009000300009,O romance: história e teoria,Novos estudos CEBRAP,2009,2005-2011,1632
S0101-33002009000300010,Consistência de Corola,Novos estudos CEBRAP,2009,2005-2011,1633
S0101-33002009000300011,Dostoiévski em três novelas de juventude,Novos estudos CEBRAP,2009,2005-2011,1634
S0101-33002010000100001,História e desventura: o 3º Programa Nacional de Direitos Humanos,Novos estudos CEBRAP,2010,2005-2011,1635
S0101-33002010000100002,"O terremoto no Haiti, o mundo dos brancos e o Lougawou",Novos estudos CEBRAP,2010,2005-2011,1636
S0101-33002010000100003,A crise financeira global e depois: um novo capitalismo?,Novos estudos CEBRAP,2010,2005-2011,1637
S0101-33002010000100004,O efeito de realidade e a política da ficção,Novos estudos CEBRAP,2010,2005-2011,1638
S0101-33002010000100005,Dinâmica e consubstancialidade das relações sociais,Novos estudos CEBRAP,2010,2005-2011,1639
S0101-33002010000100006,Retratos em diálogo: notas sobre o documentário brasileiro recente,Novos estudos CEBRAP,2010,2005-2011,1640
S0101-33002010000100007,Mobilização e participação: um jogo de soma zero?: um estudo sobre as dinâmicas de conselhos de saúde da cidade de São Paulo,Novos estudos CEBRAP,2010,2005-2011,1641
S0101-33002010000100008,Voto estratégico punitivo: transferência de votos nas eleições presidenciais de 2006,Novos estudos CEBRAP,2010,2005-2011,1642
S0101-33002010000100009,A teoria crítica dos sistemas da escola de Frankfurt,Novos estudos CEBRAP,2010,2005-2011,1643
S0101-33002010000100010,As duas almas de um homem à altura de seu tempo,Novos estudos CEBRAP,2010,2005-2011,1644
S0101-33002010000100011,O romance como gênero planetário: a cultura do romance,Novos estudos CEBRAP,2010,2005-2011,1645
S0101-33002010000100012,Entre o marketing e a ciência política emoções ocultas e estratégias eleitorais,Novos estudos CEBRAP,2010,2005-2011,1646
S0101-33002010000100013,Trajetórias e transições da questão social no brasil urbano: viver em risco: sobre a vulnerabilidade socioeconômica e civil,Novos estudos CEBRAP,2010,2005-2011,1647
S0101-33002010000200002,Caminhos cruzados: rumo a uma estratégia de desenvolvimento baseada na inovação,Novos estudos CEBRAP,2010,2005-2011,1648
S0101-33002010000200003,À sombra de Charles de Gaulle: uma diplomacia carismática e intransferível. A política externa do governo Luiz Inácio Lula da Silva (2003-2010),Novos estudos CEBRAP,2010,2005-2011,1649
S0101-33002010000200004,"Identidade política, desigualdade e partidos brasileiros",Novos estudos CEBRAP,2010,2005-2011,1650
