pid,title,journal_title,year,period_3,eligible_order
S0102-64452011000300002,Após a participação: nota introdutória,Lua Nova: Revista de Cultura e Política,2011,2005-2011,4871
S0102-64452011000300003,Representação democrática: autonomia e interesse ou identidade e advocacy,Lua Nova: Revista de Cultura e Política,2011,2005-2011,4872
S0102-64452011000300004,Além da transparência: accountability e política da publicidade,Lua Nova: Revista de Cultura e Política,2011,2005-2011,4873
S0102-64452011000300005,A trama da crítica democrática: da participação à representação e à accountability,Lua Nova: Revista de Cultura e Política,2011,2005-2011,4874
S0102-64452011000300006,"Associações, participação e representação: combinações e tensões",Lua Nova: Revista de Cultura e Política,2011,2005-2011,4875
S0102-64452011000300007,"""Como se fosse uma eleição para vereador"": dinâmicas participativas e disputas partidárias na cidade de São Paulo",Lua Nova: Revista de Cultura e Política,2011,2005-2011,4876
S0102-64452011000300008,Conselheiros do Orçamento Participativo nas franjas da sociedade política,Lua Nova: Revista de Cultura e Política,2011,2005-2011,4877
S0102-64452011000300009,Orçamento Participativo e as novas dinâmicas políticas locais,Lua Nova: Revista de Cultura e Política,2011,2005-2011,4878
S0102-64452011000300010,Microterritorialidade e controle societal,Lua Nova: Revista de Cultura e Política,2011,2005-2011,4879
S0102-64452011000300011,Movimentos sociais: revisitando a participação e a institucionalização,Lua Nova: Revista de Cultura e Política,2011,2005-2011,4880
S0102-64452012000100002,Cidadania e retóricas negras de inclusão social,Lua Nova: Revista de Cultura e Política,2012,2012-2018,4881
S0102-64452012000100003,O protesto negro no Brasil contemporâneo (1978-2010),Lua Nova: Revista de Cultura e Política,2012,2012-2018,4882
S0102-64452012000100004,Uma família de cultura: os Souza Carneiro na Salvador de inícios do século XX,Lua Nova: Revista de Cultura e Política,2012,2012-2018,4883
S0102-64452012000100005,"Tempo e melancolia: república, modernidade e cidadania negra nos contos de Astolfo Marques (1876-1918)",Lua Nova: Revista de Cultura e Política,2012,2012-2018,4884
S0102-64452012000100006,"Raça e comportamento político: participação, ativismo e recursos em Belo Horizonte",Lua Nova: Revista de Cultura e Política,2012,2012-2018,4885
S0102-64452012000100007,"Fazer História, Fazer Sentido: Associação Cultural do Negro (1954-1964)",Lua Nova: Revista de Cultura e Política,2012,2012-2018,4886
S0102-64452012000100008,O Império é que era a República: a monarquia republicana de Joaquim Nabuco,Lua Nova: Revista de Cultura e Política,2012,2012-2018,4887
S0102-64452012000200001,Introdução,Lua Nova: Revista de Cultura e Política,2012,2012-2018,4888
S0102-64452012000200002,Notas sobre o paradoxo dos direitos humanos e as relações hemisféricas,Lua Nova: Revista de Cultura e Política,2012,2012-2018,4889
S0102-64452012000200003,É preciso salvar os direitos humanos!,Lua Nova: Revista de Cultura e Política,2012,2012-2018,4890
S0102-64452012000200004,O direito à terra como um direito humano: a luta pela reforma agrária e o movimento de direitos humanos no Brasil,Lua Nova: Revista de Cultura e Política,2012,2012-2018,4891
S0102-64452012000200005,Temas em Direitos Humanos de uma organização da Paraíba e o master frames de Direitos Humanos,Lua Nova: Revista de Cultura e Política,2012,2012-2018,4892
S0102-64452012000200006,Uma Comissão da Verdade no Brasil? Desafios e perspectivas para integrar direitos humanos e democracia,Lua Nova: Revista de Cultura e Política,2012,2012-2018,4893
S0102-64452012000200007,A emergência da responsabilidade criminal individual no Sistema Interamericano de Direitos Humanos,Lua Nova: Revista de Cultura e Política,2012,2012-2018,4894
S0102-64452012000200008,Por uma conceitualização sociopolítica dos direitos humanos a partir da experiência latino-americana,Lua Nova: Revista de Cultura e Política,2012,2012-2018,4895
S0102-64452012000300002,As formas elementares da vida religiosa e as ciências sociais contemporâneas,Lua Nova: Revista de Cultura e Política,2012,2012-2018,4896
S0102-64452012000300003,A contribuição da sociologia para a análise de políticas públicas,Lua Nova: Revista de Cultura e Política,2012,2012-2018,4897
S0102-64452012000300004,Do ideal ao real: as consequências das mudanças conceituais na teoria deliberativa,Lua Nova: Revista de Cultura e Política,2012,2012-2018,4898
S0102-64452012000300005,Qual sociologia pública?: uma visão a partir da periferia,Lua Nova: Revista de Cultura e Política,2012,2012-2018,4899
S0102-64452012000300006,De la colonización de la sociedad civil a las tensiones entre partidos en el gobierno y movimientos sociales,Lua Nova: Revista de Cultura e Política,2012,2012-2018,4900
S0102-64452012000300008,A emenda constitucional n. 29 de 2000 e os governos estaduais,Lua Nova: Revista de Cultura e Política,2012,2012-2018,4901
S0102-64452012000300009,Tópicos para uma reflexão democrática em uma civilização tropical,Lua Nova: Revista de Cultura e Política,2012,2012-2018,4902
S0102-64452013000100002,Socialismo e democracia no marxismo de Carlos Nelson Coutinho (1943-2012),Lua Nova: Revista de Cultura e Política,2013,2012-2018,4903
S0102-64452013000100004,Genealogia da constituinte: do autoritarismo à democratização,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4904
S0102-64452013000100005,O debate constituinte: uma linguagem democrática?,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4905
S0102-64452013000100006,O Supremo na constituinte e a constituinte no Supremo,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4906
S0102-64452013000100007,Processo constituinte e arranjo federativo,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4907
S0102-64452013000100008,Constituinte e democratização no Brasil: o impacto das mudanças do sistema internacional,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4908
S0102-64452013000100009,The weight of history and the rebuilding of Brazilian democracy,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4909
S0102-64452013000100010,O Poder Constituinte do povo no Brasil: um roteiro de pesquisa sobre a crise constituinte,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4910
S0102-64452013000100011,"O processo constituinte brasileiro, a transição e o Poder Constituinte",Lua Nova: Revista de Cultura e Política,2013,2012-2018,4911
S0102-64452013000100012,O essencial e o acidental: Bodin (e Hobbes) e a invenção do conceito moderno de constituição,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4912
S0102-64452013000200003,Democracia constituinte,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4913
S0102-64452013000200004,Da democracia dos partidos ao plebiscito da audience,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4914
S0102-64452013000200005,A Constituição invertida: a Suprema Corte Americana no combate à ampliação da democracia,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4915
S0102-64452013000200006,Democracia versus tecnocracia: apatia e participação em sociedades complexas,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4916
S0102-64452013000200007,Três caminhos para a democracia radical,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4917
S0102-64452013000200008,O caso da Viena Vermelha,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4918
S0102-64452013000200009,Democracia e sociedade de mercado: textos inéditos de Élie Halévy,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4919
S0102-64452013000200010,A profetisa que amava Bruce Lee: Oriente e Ocidente na perspectiva de Persépolis,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4920
S0102-64452013000200011,Desventuras de alguns críticos da política externa do governo Lula,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4921
S0102-64452013000300002,Introdução,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4922
S0102-64452013000300003,Washington e a ordem hemisférica: explicações para a continuidade em meio à mudança,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4923
S0102-64452013000300004,Política exterior da Argentina e escolha institucional: a OEA no espelho da Unasul e do Mercosul,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4924
S0102-64452013000300005,O México na OEA: da contenção à coordenação,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4925
S0102-64452013000300006,Sistema Interamericano de Direitos Humanos (SIDH): reformar para fortalecer,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4926
S0102-64452013000300007,Relações interamericanas: a nova agenda sul-americana e o Brasil,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4927
S0102-64452013000300008,Para onde vai o multilateralismo nas américas?: projetos superpostos num período de mudanças globais,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4928
S0102-64452013000300009,Os imperativos do Brasil no desafiador espaço regional da América do Sul: uma visão da economia política internacional,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4929
S0102-64452013000300010,Os Estados Unidos e os mecanismos regionais de proteção dos direitos humanos,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4930
S0102-64452013000300011,"Atuando sozinho?: governos, sociedade civil e regionalismo na América do Sul",Lua Nova: Revista de Cultura e Política,2013,2012-2018,4931
S0102-64452013000300012,Teoria e história na sociologia brasileira: a crítica de Maria Sylvia de Carvalho Franco,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4932
S0102-64452013000300013,Teorias críticas e pragmatismo: a contribuição de G. H. Mead para as renovações da Escola de Frankfurt,Lua Nova: Revista de Cultura e Política,2013,2012-2018,4933
S0102-64452014000100002,"Revisitando as eleições do Segundo Reinado: manipulação, fraude e violência",Lua Nova: Revista de Cultura e Política,2014,2012-2018,4934
S0102-64452014000100003,Amizade e memória: Maria Isaura Pereira de Queiroz e Roger Bastide,Lua Nova: Revista de Cultura e Política,2014,2012-2018,4935
S0102-64452014000100004,O conceito de responsabilidade em Iris Young,Lua Nova: Revista de Cultura e Política,2014,2012-2018,4936
S0102-64452014000100005,"Os primeiros anos da ""Escola de Frankfurt"" no Brasil",Lua Nova: Revista de Cultura e Política,2014,2012-2018,4937
S0102-64452014000100006,O limite da normatividade na teoria política de Ernesto Laclau,Lua Nova: Revista de Cultura e Política,2014,2012-2018,4938
S0102-64452014000100007,Sentidos da crise: literatura e processos sociais em Fogo morto e Cidade de Deus,Lua Nova: Revista de Cultura e Política,2014,2012-2018,4939
S0102-64452014000100008,Marx e os outros,Lua Nova: Revista de Cultura e Política,2014,2012-2018,4940
S0102-64452014000100009,"""A onça comeu o suspeito"": reflexões sobre o rule of law no Acre entre os anos 1980 e 2000",Lua Nova: Revista de Cultura e Política,2014,2012-2018,4941
S0102-64452014000100010,San Francisco e a nova economia do desejo,Lua Nova: Revista de Cultura e Política,2014,2012-2018,4942
S0102-64452014000200002,"Consenso e conflito na teoria democrática: para além do ""agonismo""",Lua Nova: Revista de Cultura e Política,2014,2012-2018,4943
S0102-64452014000200003,Crise e reforma da organização mundial da saúde,Lua Nova: Revista de Cultura e Política,2014,2012-2018,4944
S0102-64452014000200004,O conceito de estado em Max Weber,Lua Nova: Revista de Cultura e Política,2014,2012-2018,4945
S0102-64452014000200005,"A emergência da ideia de ""América Latina"" no pensamento cinematográfico brasileiro",Lua Nova: Revista de Cultura e Política,2014,2012-2018,4946
S0102-64452014000200006,Memória e silêncio: a espoliação das lembranças,Lua Nova: Revista de Cultura e Política,2014,2012-2018,4947
S0102-64452014000200008,O estatuto do consumo na compreensão da lógica e das mutações do capitalismo,Lua Nova: Revista de Cultura e Política,2014,2012-2018,4948
S0102-64452014000200009,Próximos ou separados?: Ideias de Giddens e Bauman sobre as motivações para a política,Lua Nova: Revista de Cultura e Política,2014,2012-2018,4949
S0102-64452014000200010,Os direitos de pessoas LGBTI em Uganda: redes transnacionais de advocacy e a lei anti-homossexualidade,Lua Nova: Revista de Cultura e Política,2014,2012-2018,4950
S0102-64452014000300002,A tempestade e a América,Lua Nova: Revista de Cultura e Política,2014,2012-2018,4951
S0102-64452014000300003,"Desenvolvimento, progresso e crescimento econômico",Lua Nova: Revista de Cultura e Política,2014,2012-2018,4952
S0102-64452014000300004,Para além da participação: interfaces socioestatais no governo federal,Lua Nova: Revista de Cultura e Política,2014,2012-2018,4953
S0102-64452014000300005,Amitai Etzioni e o paradigma comunitarista: da sociologia das organizações ao comunitarismo responsivo,Lua Nova: Revista de Cultura e Política,2014,2012-2018,4954
S0102-64452014000300006,"Trabalho, solidariedade social e economia solidária",Lua Nova: Revista de Cultura e Política,2014,2012-2018,4955
S0102-64452014000300007,"A política externa independente (PEI): antecedentes, apogeu e declínio",Lua Nova: Revista de Cultura e Política,2014,2012-2018,4956
S0102-64452014000300008,(Não) Solucionando problemas constitucionais: transconstitucionalismo além de colisões,Lua Nova: Revista de Cultura e Política,2014,2012-2018,4957
S0102-64452014000300009,Panteras e locas dissidentes: o ativismo queer em Portugal e Chile e suas tensões com o movimento LGBT,Lua Nova: Revista de Cultura e Política,2014,2012-2018,4958
S0102-64452014000300010,A realidade social e moral do direito: uma perspectiva Durkheimiana,Lua Nova: Revista de Cultura e Política,2014,2012-2018,4959
S0102-64452015000100002,Repensando a esfera p&#250;blica: esbo&#231;o de uma teoria cr&#237;tica da democracia,Lua Nova: Revista de Cultura e Política,2015,2012-2018,4960
S0102-64452015000100003,"Afinal, o que é uma mulher? Simone de Beauvoir e ""a questão do sujeito"" na teoria crítica feminista",Lua Nova: Revista de Cultura e Política,2015,2012-2018,4961
S0102-64452015000100004,"Por um conceito ""antipredicativo"" de reconhecimento",Lua Nova: Revista de Cultura e Política,2015,2012-2018,4962
S0102-64452015000100005,"Universalismo, relativismo e direitos humanos: uma revisita contingente",Lua Nova: Revista de Cultura e Política,2015,2012-2018,4963
S0102-64452015000100007,Visões da liberdade: republicanismo e liberalismo no debate teórico contemporâneo,Lua Nova: Revista de Cultura e Política,2015,2012-2018,4964
S0102-64452015000100008,Contemporâneo clássico: a recepção de Pierre Bourdieu no Brasil,Lua Nova: Revista de Cultura e Política,2015,2012-2018,4965
S0102-64452015000100009,Balanço dos estudos sobre os conselhos de políticas públicas na última década,Lua Nova: Revista de Cultura e Política,2015,2012-2018,4966
S0102-64452015000100010,Elites locais de ciência e tecnologia no Brasil: o caso do ParqTec de São Carlos (SP),Lua Nova: Revista de Cultura e Política,2015,2012-2018,4967
S0102-64452015000200013,A atualidade do rural,Lua Nova: Revista de Cultura e Política,2015,2012-2018,4968
S0102-64452015000200027,Mecanismos sociais da reforma agrária em São Paulo pelo viés etnográfico,Lua Nova: Revista de Cultura e Política,2015,2012-2018,4969
S0102-64452015000200057,"Estado, movimentos e reforma agrária no Brasil: reflexões a partir do Incra",Lua Nova: Revista de Cultura e Política,2015,2012-2018,4970
S0102-64452015000200087,Paradoxos do sindicalismo brasileiro: a CUT e os trabalhadores rurais,Lua Nova: Revista de Cultura e Política,2015,2012-2018,4971
S0102-64452015000200143,Produção e consumo de alimentos: novas redes e atores,Lua Nova: Revista de Cultura e Política,2015,2012-2018,4972
S0102-64452015000200181,Trajetória do orçamento participativo de Porto Alegre: representação e elitização política,Lua Nova: Revista de Cultura e Política,2015,2012-2018,4973
S0102-64452015000200225,O Estado na democracia deliberativa: as raízes de uma antinomia,Lua Nova: Revista de Cultura e Política,2015,2012-2018,4974
S0102-64452015000200259,(Des)ordem constitucional: engrenagens da máquina ditatorial no Brasil pós-64,Lua Nova: Revista de Cultura e Política,2015,2012-2018,4975
S0102-64452015000200289,Foucault e o ponto cego na análise da guinada punitiva contemporânea,Lua Nova: Revista de Cultura e Política,2015,2012-2018,4976
S0102-64452015000300002,ENCAROÇADA DE ESTRELAS: ALGUNS POEMAS DE PAULO HENRIQUES BRITTO E A TRANSIÇÃO DEMOCRÁTICA,Lua Nova: Revista de Cultura e Política,2015,2012-2018,4977
S0102-64452015000300003,A HISTÓRIA NATURAL DA DITADURA,Lua Nova: Revista de Cultura e Política,2015,2012-2018,4978
S0102-64452015000300004,LITERATURA E REPARAÇÃO: UM PERCURSO,Lua Nova: Revista de Cultura e Política,2015,2012-2018,4979
S0102-64452015000300005,TORNAR PRESENTE O AUSENTE: ESCRITA CRIATIVA E REFLEXÃO SOBRE DIREITOS HUMANOS,Lua Nova: Revista de Cultura e Política,2015,2012-2018,4980
S0102-64452015000300006,SOBRE CALENDÁRIOS E BIBLIOTECAS,Lua Nova: Revista de Cultura e Política,2015,2012-2018,4981
S0102-64452015000300007,"ARTE, MEMÓRIA E DIREITOS HUMANOS",Lua Nova: Revista de Cultura e Política,2015,2012-2018,4982
S0102-64452015000300008,LEILA DANZIGER E EUGENIA BEKERIS: UM DÍPTICO SOBRE A NOVA ARTE DA MEMÓRIA,Lua Nova: Revista de Cultura e Política,2015,2012-2018,4983
S0102-64452015000300009,"MEMORIALES, MONUMENTOS, MUSEOS: MEMORIA, ARTE Y EDUCACIÓN EN LOS DERECHOS HUMANOS",Lua Nova: Revista de Cultura e Política,2015,2012-2018,4984
S0102-64452015000300010,CÃES SEM PLUMAS: OS DESPOSSUÍDOS NA ARTE CONTEMPORÂNEA BRASILEIRA,Lua Nova: Revista de Cultura e Política,2015,2012-2018,4985
S0102-64452015000300011,"ARTE, MEMÓRIA, SUJEITO: BANDEIRAS NA PRAÇA GENERAL OSÓRIO 1968 / BANDEIRAS NA PRAÇA TIRADENTES 2014",Lua Nova: Revista de Cultura e Política,2015,2012-2018,4986
S0102-64452015000300012,DITADURA E REPRESSÃO: LOCAIS DE RECORDAÇÃO E MEMÓRIA SOCIAL NA CIDADE DE SÃO PAULO,Lua Nova: Revista de Cultura e Política,2015,2012-2018,4987
S0102-64452016000100013,VISÕES DE NAÇÃO NA CONSTITUINTE BOLIVIANA,Lua Nova: Revista de Cultura e Política,2016,2012-2018,4988
S0102-64452016000100053,O SOLICITANTE DE REFÚGIO E A SOBERANIA MODERNA: A IDENTIDADE NA DIFERENÇA,Lua Nova: Revista de Cultura e Política,2016,2012-2018,4989
S0102-64452016000100081,O DIREITO À CIDADE: URBANIZAÇÃO EXCLUDENTE E A POLÍTICA URBANA BRASILEIRA,Lua Nova: Revista de Cultura e Política,2016,2012-2018,4990
S0102-64452016000100107,REVOLUÇÃO: DA ANAKYKLOSIS À UTOPIA LIBERAL DE SIEYÈS,Lua Nova: Revista de Cultura e Política,2016,2012-2018,4991
S0102-64452016000100139,PODER E DIREITO EM FOUCAULT: RELENDO VIGIAR E PUNIR 40 ANOS DEPOIS,Lua Nova: Revista de Cultura e Política,2016,2012-2018,4992
S0102-64452016000100173,"ARQUIVO, HISTÓRIA E MEMÓRIA: POSSIBILIDADES DE DIÁLOGO ENTRE LUHMANN E FOUCAULT",Lua Nova: Revista de Cultura e Política,2016,2012-2018,4993
S0102-64452016000100191,USOS DA MEMÓRIA: AS EXPERIÊNCIAS DO HOLOCAUSTO E DA DITADURA NO BRASIL,Lua Nova: Revista de Cultura e Política,2016,2012-2018,4994
S0102-64452016000100213,OS JURISTAS E A POLÍTICA NO BRASIL: PERMANÊNCIAS E REPOSICIONAMENTOS,Lua Nova: Revista de Cultura e Política,2016,2012-2018,4995
S0102-64452016000100251,O MUNDO É UM MOINHO: SACRIFÍCIO E COTIDIANO EM MÁRIO DE ANDRADE,Lua Nova: Revista de Cultura e Política,2016,2012-2018,4996
S0102-64452016000200007,APRESENTAÇÃO,Lua Nova: Revista de Cultura e Política,2016,2012-2018,4997
S0102-64452016000200047,SEGURANÇA OU INSEGURANÇA DA SAÚDE MUNDIAL NA ÁFRICA? MAIS SAÚDE PARCIAL DO QUE SAÚDE GLOBAL,Lua Nova: Revista de Cultura e Política,2016,2012-2018,4998
S0102-64452016000200077,PACIENTES-CIDADÃOS-CONSUMIDORES: A JUDICIALIZAÇÃO DA SAÚDE E A METAMORFOSE DA BIOPOLÍTICA,Lua Nova: Revista de Cultura e Política,2016,2012-2018,4999
S0102-64452016000200107,SAÚDE GLOBAL E DIREITOS HUMANOS: O PRIMEIRO CASO SUSPEITO DE EBOLA NO BRASIL,Lua Nova: Revista de Cultura e Política,2016,2012-2018,5000
S0102-64452016000200141,O CASO DO AMIANTO: OS LIMITES DAS SOLUÇÕES LOCAIS PARA UM PROBLEMA DE SAÚDE GLOBAL,Lua Nova: Revista de Cultura e Política,2016,2012-2018,5001
S0102-64452016000200171,A POLÍTICA EXTERNA BRASILEIRA EM SAÚDE DURANTE O GOVERNO DE DILMA ROUSSEFF (2011-2014),Lua Nova: Revista de Cultura e Política,2016,2012-2018,5002
S0102-64452016000200199,A REDE DE POLÍTICAS DE SAÚDE PÚBLICA E A COOPERAÇÃO SUL-SUL: OS CASOS DE MOÇAMBIQUE E ANGOLA,Lua Nova: Revista de Cultura e Política,2016,2012-2018,5003
S0102-64452016000200231,INTERFACES ENTRE O REGIME INTERNACIONAL DE MUDANÇA CLIMÁTICA E A SAÚDE GLOBAL,Lua Nova: Revista de Cultura e Política,2016,2012-2018,5004
S0102-64452016000200255,MOBILIDADE INTERNACIONAL DE MÉDICOS,Lua Nova: Revista de Cultura e Política,2016,2012-2018,5005
S0102-64452016000200275,"""FALTA UM JORGE"": A SAÚDE NA POLÍTICA MUNICIPAL PARA MIGRANTES DE SÃO PAULO (SP)",Lua Nova: Revista de Cultura e Política,2016,2012-2018,5006
S0102-64452016000300015,O PEIXINHO DOURADO E O SAMURAI: SUJEITO EMPÍRICO E SUJEITO EPISTEMOLÓGICO EM MICHEL FOUCAULT,Lua Nova: Revista de Cultura e Política,2016,2012-2018,5007
S0102-64452016000300047,BUROCRACIA E CRISE DE LEGITIMIDADE: A PROFECIA DE MAX WEBER,Lua Nova: Revista de Cultura e Política,2016,2012-2018,5008
S0102-64452016000300079,"""NOSSO IRMÃO MAIS VELHO"": FLORESTAN FERNANDES, LEITOR DE MARIÁTEGUI",Lua Nova: Revista de Cultura e Política,2016,2012-2018,5009
S0102-64452016000300107,A ADMINISTRAÇÃO DO TEMPO LIVRE,Lua Nova: Revista de Cultura e Política,2016,2012-2018,5010
S0102-64452016000300139,TRABALHO RURAL: AS MARCAS DA RAÇA,Lua Nova: Revista de Cultura e Política,2016,2012-2018,5011
S0102-64452016000300169,TRABALHO PERPÉTUO: O VIÉS DE GÊNERO E O IDEAL DE JUVENTUDE NO CAPITALISMO FLEXÍVEL,Lua Nova: Revista de Cultura e Política,2016,2012-2018,5012
S0102-64452016000300201,"LIBERALISMO, JUSTIÇA E DEMOCRACIA: RUI BARBOSA E A CRÍTICA À PRIMEIRA REPÚBLICA BRASILEIRA (1910-1921)",Lua Nova: Revista de Cultura e Política,2016,2012-2018,5013
S0102-64452016000300233,O ATIVISMO JUDICIAL COMO PROBLEMA INTELECTUAL E POLÍTICO NOS ESTADOS UNIDOS: UMA ANÁLISE CRÍTICA,Lua Nova: Revista de Cultura e Política,2016,2012-2018,5014
S0102-64452016000300257,AÇÃO AFIRMATIVA NO BRASIL: MULTICULTURALISMO OU JUSTIÇA SOCIAL?,Lua Nova: Revista de Cultura e Política,2016,2012-2018,5015
S0102-64452017000100015,RITO DE PASSAGEM: CEDEC E LUA NOVA,Lua Nova: Revista de Cultura e Política,2017,2012-2018,5016
S0102-64452017000100025,CINQUENTA ANOS DA CONVENÇÃO SOBRE A ELIMINAÇÃO DA DISCRIMINAÇÃO RACIAL: UMA APRECIAÇÃO CRÍTICA DE DENTRO,Lua Nova: Revista de Cultura e Política,2017,2012-2018,5017
S0102-64452017000100083,RESGATAR A PARTICIPAÇÃO: DEMOCRACIA PARTICIPATIVA E REPRESENTAÇÃO POLÍTICA NO DEBATE CONTEMPORÂNEO,Lua Nova: Revista de Cultura e Política,2017,2012-2018,5018
S0102-64452017000100119,A TRAJETÓRIA DISCURSIVA DAS MANIFESTAÇÕES DE RUA NO BRASIL (2013-2015),Lua Nova: Revista de Cultura e Política,2017,2012-2018,5019
S0102-64452017000100155,"ESTADO, ESTADO-NAÇÃO E FORMAS DE INTERMEDIAÇÃO POLÍTICA",Lua Nova: Revista de Cultura e Política,2017,2012-2018,5020
S0102-64452017000100187,"DEMOCRACIA E GLOBALIZAÇÃO: POLÍTICAS DE PREVIDÊNCIA SOCIAL NA ARGENTINA, BRASIL E CHILE",Lua Nova: Revista de Cultura e Política,2017,2012-2018,5021
S0102-64452017000100225,"Entre kratos e ethos: ética, política e história em Friedrich Meinecke",Lua Nova: Revista de Cultura e Política,2017,2012-2018,5022
S0102-64452017000100283,NO OLHO DO FURACÃO: CELSO FURTADO E FRANCISCO DE OLIVEIRA NOS PRIMEIROS ANOS DA SUDENE,Lua Nova: Revista de Cultura e Política,2017,2012-2018,5023
S0102-64452017000100313,CONSERVADORISMO CALEIDOSCÓPICO: EDMUND BURKE E O PENSAMENTO POLÍTICO DO BRASIL OITOCENTISTA,Lua Nova: Revista de Cultura e Política,2017,2012-2018,5024
S0102-64452017000100363,O pensamento político dos filósofos milésimos,Lua Nova: Revista de Cultura e Política,2017,2012-2018,5025
S0102-64452017000200013,MINERVINO DE OLIVEIRA: UM NEGRO COMUNISTA DISPUTA A PRESIDÊNCIA DO BRASIL,Lua Nova: Revista de Cultura e Política,2017,2012-2018,5026
S0102-64452017000200053,INTELECTUAIS COMUNISTAS E A QUESTÃO DA DEMOCRACIA NO BRASIL,Lua Nova: Revista de Cultura e Política,2017,2012-2018,5027
S0102-64452017000200089,"A (RE)VOLTA DA DIALÉTICA: DIÁLOGO, AUTOCRÍTICA E TRANSFORMAÇÃO NO PENSAMENTO DE LEANDRO KONDER",Lua Nova: Revista de Cultura e Política,2017,2012-2018,5028
S0102-64452017000200109,DIREITOS HUMANOS: UMA CRÍTICA MARXISTA,Lua Nova: Revista de Cultura e Política,2017,2012-2018,5029
S0102-64452017000200141,DEBATE SOBRE O TOTALITARISMO: A TROCA DE CORRESPONDÊNCIAS ENTRE HANNAH ARENDT E ERIC VOEGELIN,Lua Nova: Revista de Cultura e Política,2017,2012-2018,5030
S0102-64452017000200175,FRACASSO ESTATAL E SOBERANIA: A CONSTRUÇÃO DISCURSIVA DOS ESTADOS FALIDOS NA POLÍTICA EXTERNA ESTADUNIDENSE,Lua Nova: Revista de Cultura e Política,2017,2012-2018,5031
S0102-64452017000200203,A CONSTRUÇÃO DE UMA IDENTIDADE REGIONAL DE DEFESA PARA A AMÉRICA DO SUL: AGENDAS E DESAFIOS,Lua Nova: Revista de Cultura e Política,2017,2012-2018,5032
S0102-64452017000200221,"OS &#8220;MEIOS DE PRODUÇÃO DA DEFINIÇÃO&#8221;: DESENVOLVIMENTO, REGIONALIZAÇÃO E PODER NA AÇÃO DISCURSIVA DO ESTADO NO BRASIL",Lua Nova: Revista de Cultura e Política,2017,2012-2018,5033
S0102-64452017000200259,A INDIVIDUALIDADE EM SIMMEL E ELIAS: CONTRIBUIÇÕES TEÓRICAS PARA UMA SOCIOLOGIA DO INDIVÍDUO,Lua Nova: Revista de Cultura e Política,2017,2012-2018,5034
S0102-64452017000300015,"TEORIA POLÍTICA CONTEMPORÂNEA, PLURALIDADE E PLURALISMO: UM DEBATE",Lua Nova: Revista de Cultura e Política,2017,2012-2018,5035
S0102-64452017000300057,TEORIAS POLÍTICAS TRADICIONAIS E TEORIA CRÍTICA,Lua Nova: Revista de Cultura e Política,2017,2012-2018,5036
S0102-64452017000300093,TEORIA POLÍTICA NORMATIVA E JUSTIÇA RAWLSIANA,Lua Nova: Revista de Cultura e Política,2017,2012-2018,5037
S0102-64452017000300137,DA HISTÓRIA DO PENSAMENTO POLÍTICO À TEORIA POLÍTICA HISTÓRICA: VARIAÇÕES DA HERMENÊUTICA DO CONFLITO DE QUENTIN SKINNER,Lua Nova: Revista de Cultura e Política,2017,2012-2018,5038
S0102-64452017000300173,"TEORIAS FEMINISTAS DA POLÍTICA, EMPIRIA E NORMATIVIDADE",Lua Nova: Revista de Cultura e Política,2017,2012-2018,5039
S0102-64452017000300211,TEORIA POLÍTICA E PESQUISA SOCIAL,Lua Nova: Revista de Cultura e Política,2017,2012-2018,5040
S0102-64452017000300231,"MOVIMENTOS SOCIAIS COMO TEÓRICOS POLÍTICOS: WOLIN, IDEIAS E POLÍTICAS PÚBLICAS",Lua Nova: Revista de Cultura e Política,2017,2012-2018,5041
S0102-64452017000300267,"ANTONIO GRAMSCI, A CULTURA SOCIALISTA E A REVOLUÇÃO RUSSA",Lua Nova: Revista de Cultura e Política,2017,2012-2018,5042
